basic_std;table;column;label;order;type;length;displayformat;xmldatatype;xmlcodelist;core;origin;origintype;originsource;role;term;algorithm;qualifiers;isnotcdiscstd;comment;IGcomment;map_var_flag;fixed_mapping;include_in_raw;nn_internal;incl_cre_domain;xmlcodelistvalues
Y;INTERVENTIONS;__DECOD;Standardized Treatment Name;30;C;200;;text;;Perm;Assigned;Assigned;Sponsor;Synonym Qualifier;*;;MIXEDCASE;;Standardized or dictionary-derived name of the topic variable, --TRT, or the modified topic variable (--MODIFY), if applicable. Equivalent to the generic drug name in WHO Drug, or a term in SNOMED, ICD9, or other published or sponsor-defined dictionaries.;Standardized or dictionary-derived name of the topic variable, -- TRT, or the modified topic variable (--MODIFY), if applicable. Equivalent to the generic drug name in WHO Drug, or a term in SNOMED, ICD9, or other published or sponsor-defined dictionaries.;Y;;Y;;Y;
Y;INTERVENTIONS;__MOOD;Mood;40;C;80;;text;;Perm;;;;Record Qualifier;*;;UPPERCASE;;;"Mode or condition of the record (e.g., ""SCHEDULED"", ""PERFORMED"").";Y;;Y;;Y;
Y;INTERVENTIONS;__CAT;Category;50;C;60;;text;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;Used to define a category of topic-variable values.;Used to define a category of topic-variable values.;Y;;Y;;Y;
Y;INTERVENTIONS;__SCAT;Subcategory;60;C;60;;text;;Perm;Assigned;Assigned;Sponsor;Grouping Qualifier;*;;UPPERCASE;;Used to define a further categorization of --CAT values.;Used to define a further categorization of --CAT values.;Y;;Y;;Y;
Y;INTERVENTIONS;__PRESP;Pre-specified;70;C;2;;text;NY;Perm;;;;Variable Qualifier;(NY);;UPPERCASE;;"Used when a specific intervention is pre-specified on a CRF. Values should be ""Y"" or null.";"Used when a specific intervention is pre-specified on a CRF. Values should be ""Y"" or null.";Y;;Y;;Y;Y
Y;INTERVENTIONS;__OCCUR;Occurrence;80;C;2;;text;NY;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;Used to record whether a pre-specified intervention occurred when information about the occurrence of a specific intervention is solicited.;Used to record whether a pre-specified intervention occurred when information about the occurrence of a specific intervention is solicited.;Y;;Y;;Y;N|Y
Y;INTERVENTIONS;__STAT;Completion Status;90;C;40;;text;ND;Perm;;;;Record Qualifier;(ND);;UPPERCASE;;Used to indicate when a question about the occurrence of a pre-specified intervention was not answered. Should be null or have a value of NOT DONE.;Used to indicate when a question about the occurrence of a pre-specified intervention was not answered. Should be null or have a value of NOT DONE.;Y;;Y;;Y;
Y;INTERVENTIONS;__REASND;Reason Not Done;100;C;200;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;Reason not done. Used in conjunction with --STAT when value is NOT DONE.;"Reason not done. Used in conjunction with --STAT when value is ""NOT DONE"".";Y;;Y;;Y;
Y;INTERVENTIONS;__INDC;Indication;110;C;200;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;Denotes the indication for the intervention (e.g., why the therapy was taken or administered).;Denotes the indication for the intervention (e.g., why the therapy was taken or administered).;Y;;Y;;Y;
Y;INTERVENTIONS;__CLAS;Class;120;C;200;;text;;Perm;Assigned;Assigned;Sponsor;Variable Qualifier;*;;UPPERCASE;;Class for a medication or treatment, often obtained from a coding dictionary.;Class for a medication or treatment, often obtained from a coding dictionary.;Y;;Y;;;
Y;INTERVENTIONS;__CLASCD;Class Code;130;C;40;;text;;Perm;Assigned;Assigned;Sponsor;Variable Qualifier;*;;UPPERCASE;;Used to represent code for --CLAS.;Used to represent code for --CLAS.;Y;;Y;;;
Y;INTERVENTIONS;__DOSE;Dose;140;N;8;8,3;float;;Perm;;;;Record Qualifier;;;;;Amount of --TRT given. Not populated when --DOSTXT is populated.;Amount of --TRT given. Not populated when --DOSTXT is populated.;Y;;Y;;Y;
Y;INTERVENTIONS;__DOSTXT;Dose Description;150;C;200;;text;;Perm;CRF;Collected;Investigator;Record Qualifier;;;UPPERCASE;;Dosing information collected in text form. Examples: <1 per day, 200-400. Not populated when --DOSE is populated.;Dosing information collected in text form. Examples: <1 per day, 200-400. Not populated when --DOSE is populated.;Y;;Y;;Y;
Y;INTERVENTIONS;__DOSU;Dose Units;160;C;40;;text;UNIT;Perm;Assigned;Assigned;Sponsor;Variable Qualifier;(UNIT);;MIXEDCASE;;Units for --DOSE, --DOSTOT, or --DOSTXT (Examples: ng, mg, mg/kg).;"Units for --DOSE, --DOSTOT, or --DOSTXT. Examples: ""ng"", ""mg"", ""mg/kg"".";Y;;Y;;Y;
Y;INTERVENTIONS;__DOSFRM;Dose Form;170;C;80;;text;FRM;Perm;;;;Variable Qualifier;(FRM);;UPPERCASE;;Dose form for the treatment. Examples: TABLET, CAPSULE.;"Dose form for the treatment. Examples: ""TABLET"", ""CAPSULE"".";Y;;Y;;Y;
Y;INTERVENTIONS;__DOSFRQ;Dosing Frequency per Interval;180;C;40;;text;FREQ;Perm;;;;Variable Qualifier;(FREQ);;UPPERCASE;;Usually expressed as the number of doses given per a specific interval. Examples: QD, BID, TID, QID.;"Usually expressed as the number of doses given per a specific interval. Examples: ""Q2H"", ""QD"", ""PRN"".";Y;;Y;;Y;
Y;INTERVENTIONS;__DOSTOT;Total Daily Dose;190;N;8;8,3;float;;Perm;CRF;Collected;Investigator;Record Qualifier;;;;;Total daily dose of --TRT using the units in --DOSU. Used when dosing is collected as Total Daily Dose.;Total daily dose of --TRT using the units in --DOSU. Used when dosing is collected as Total Daily Dose.;Y;;Y;;Y;
Y;INTERVENTIONS;__DOSRGM;Intended Dose Regimen;200;C;40;;text;;Perm;;;;Variable Qualifier;;;UPPERCASE;;Text description of the (intended) schedule or regimen for the Intervention. Examples: TWO WEEKS ON, TWO WEEKS OFF.;"Text description of the (intended) schedule or regimen for the Intervention. Example: ""TWO WEEKS ON, TWO WEEKS OFF"".";Y;;Y;;Y;
Y;INTERVENTIONS;__ROUTE;Route of Administration;210;C;40;;text;ROUTE;Perm;;;;Variable Qualifier;(ROUTE);;UPPERCASE;;Route of administration for the intervention. Examples: ORAL, INTRAVENOUS.;"Route of administration for the intervention. Examples: ""ORAL"", ""INTRAVENOUS"".";Y;;Y;;Y;
Y;INTERVENTIONS;__LOT;Lot Number;220;C;40;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;Lot number for the intervention described in --TRT.;Lot number for the intervention described in --TRT.;Y;;Y;;;
Y;INTERVENTIONS;__LOC;Location of Dose Administration;230;C;100;;text;LOC;Perm;;;;Record Qualifier;(LOC);;UPPERCASE;;Anatomical location of an intervention, such as an injection site. Example: ARM for an injection.;Anatomical location of an intervention, such as an injection site. Example: ARM for an injection.;Y;;Y;;Y;
Y;INTERVENTIONS;__LAT;Laterality;240;C;40;;text;LAT;Perm;;;;Variable Qualifier;(LAT);;UPPERCASE;;;"Qualifier for anatomical location further detailing laterality of intervention administration. Examples: ""RIGHT"", ""LEFT"", ""BILATERAL"".";Y;;Y;;Y;
Y;INTERVENTIONS;__DIR;Directionality;250;C;40;;text;DIR;Perm;;;;Variable Qualifier;(DIR);;UPPERCASE;;;"Qualifier for anatomical location further detailing directionality of intervention administration. Examples: ""ANTERIOR"", ""LOWER"", ""PROXIMAL"".";Y;;Y;;;
Y;INTERVENTIONS;__PORTOT;Portion or Totality;260;C;40;;text;PORTOT;Perm;;;;Variable Qualifier;(PORTOT);;UPPERCASE;;;"Qualifier for anatomical location further detailing the distribution, which means arrangement of, apportioning of the intervention administration. Examples: ""ENTIRE"", ""SINGLE"", ""SEGMENT"", ""MANY"".";Y;;Y;;;
Y;INTERVENTIONS;__FAST;Fasting Status;270;C;2;;text;NY;Perm;;;;Record Qualifier;(NY);;UPPERCASE;;;"Indicator used to identify fasting status. Valid values include ""Y"", ""N"", ""U"" or null if not relevant.";Y;;Y;;;
Y;INTERVENTIONS;__PSTRG;Pharmaceutical Strength;280;N;8;8,3;float;;Perm;;;;Variable Qualifier;;;;;;"Amount of an active ingredient expressed quantitatively per dosage unit, per unit of volume, or per unit of weight, according to the pharmaceutical dose form. Example: ""50 mg/TABLET"", ""300 mg/L"".";Y;;Y;;;
Y;INTERVENTIONS;__PSTRGU;Pharmaceutical Strength Units;290;C;80;;text;;Perm;;;;Variable Qualifier;*;;MIXEDCASE;;;"Unit for --PSTRG. Example: ""mg/TABLET"", ""mg/m""L.";Y;;Y;;;
Y;INTERVENTIONS;__TRTV;Treatment Vehicle;300;C;80;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;Vehicle for administration of treatment, such as a liquid in which the treatment drug is dissolved. Example: SALINE.;"Vehicle for administration of treatment, such as a liquid in which the treatment drug is dissolved. Example: ""SALINE"".";Y;;Y;;;
Y;INTERVENTIONS;__VAMT;Treatment Vehicle Amount;310;N;8;8,3;float;;Perm;;;;Record Qualifier;;;;;Amount of the treatment vehicle administered or given.;Amount of the prepared product (treatment + vehicle) administered or given. Note: should not be diluent amount alone.;Y;;Y;;;
Y;INTERVENTIONS;__VAMTU;Treatment Vehicle Amount Units;320;C;40;;text;;Perm;Assigned;Assigned;Sponsor;Variable Qualifier;;;MIXEDCASE;;Units for the treatment vehicle. Examples: mL, mg.;"Units for the prepared product (treatment + vehicle). Examples: ""mL"", ""mg"".";Y;;Y;;;
Y;INTERVENTIONS;__ADJ;Reason for Dose Adjustment;330;C;200;;text;;Perm;;;;Record Qualifier;*;;UPPERCASE;;Describes reason or explanation of why a dose is adjusted. Examples ADVERSE EVENT, INSUFFICIENT RESPONSE, NON-MEDICAL REASON.;"Describes reason or explanation of why a dose is adjusted. Examples ""ADVERSE EVENT"", ""INSUFFICIENT RESPONSE"", ""NON-MEDICAL REASON"".";Y;;Y;;Y;
Y;INTERVENTIONS;__RSDISC;Reason for Treatment Discontinuation;340;C;200;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;;Reason why the treatment was discontinued.;Y;;Y;;;
Y;MH;MHEVDTYP;Medical History Event Date Type;10;C;80;;text;MHEDTTYP;Perm;;;;Variable Qualifier;(MHEDTTYP);;UPPERCASE;;;"Specifies the aspect of the medical condition or event by which MHSTDTC and/or the MHENDTC is defined. Examples: ""DIAGNOSIS"", ""SYMPTOMS"",
""RELAPSE"", ""INFECTION"".";Y;;Y;;;
;NN DEFINED;CDMS_SUB_EVT_NUM;CDMS Repeat Sequence Number;10;N;8;;integer;;Perm;;;;Record Qualifier;;;;;;;;;Y;Y;;
;NN DEFINED;SRC_ATC_CODE;SRC ATC Code;20;C;200;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;;;;;Y;Y;;
;NN DEFINED;SRC_DESC;SRC Visit Description;30;C;200;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;;;;;Y;Y;;
;NN DEFINED;SRC_ATC_TERM;SRC ATC Term;40;C;200;;text;;Perm;;;;Record Qualifier;;;UPPERCASE;;;;;;Y;Y;;
;NN DEFINED;SRC_TOPIC_CD;CDW SRC Topic Code;50;C;200;;text;;Perm;;;;Topic;;;;;;;;;Y;Y;;
;NN DEFINED;VISIT;Visit Name;60;C;40;;text;;Perm;;;;Timing;;;UPPERCASE;;Protocol-defined description of a clinical encounter.;Protocol-defined description of a clinical encounter.;;;;Y;;
;NN DEFINED;VISITNUM;Visit Number;70;N;8;9,3;float;;Exp;Assigned;Assigned;Sponsor;Timing;;;;;Clinical encounter number. Numeric version of VISIT, used for sorting.;Clinical encounter number. Numeric version of VISIT, used for sorting.;Y;;Y;Y;;
Y;NN DEFINED;__STDTC;Start Date/Time of Observation;80;C;64;;datetime;;Perm;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;Start date/time of an observation represented in IS0 8601 character format.;Start date/time of an observation.;Y;;Y;;Y;
;NN DEFINED;SRC_FIND_COLL_UNIT;CDW SRC Finding Collection Unit;90;C;80;;text;;Perm;;;;Record Qualifier;;;;;;;;;Y;Y;;
;NN DEFINED;VISITDY;Planned Study Day of Visit;100;N;8;;integer;;Perm;Assigned;Assigned;Sponsor;Timing;;;;;Based on TV.VISITDY;Planned study day of VISIT. Should be an integer.;;;;Y;;
;NN DEFINED;TOPIC_CD;CDW Topic Code;110;C;80;;text;;Perm;;;;Topic;;;;;;;;;Y;Y;Y;
;NN DEFINED;USUBJID;Unique Subject Identifier;120;C;60;;text;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID (This is a variable for internal system use);Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;*;;Y;Y;Y;
;NN DEFINED;SRC_RANDOM_GRP;CDW SRC Randomisation Group;130;C;25;;text;;Perm;;;;Record Qualifier;;;;;;;;;Y;Y;;
;NN DEFINED;SRC_DOSE_UNIT;CDW SRC Dose Unit;140;C;200;;text;;Perm;;;;Record Qualifier;;;;;;;;;Y;Y;;
;NN DEFINED;SRC_DOSE_FREQ;CDW SRC Dose Frequency;150;C;200;;text;;Perm;;;;Record Qualifier;;;;;;;;;Y;Y;;
;NN DEFINED;ETCD;Element Code;160;C;8;;text;;Req;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;;;;;Y;
;NN DEFINED;ELEMENT;Description of Element;170;C;40;;text;;Req;Protocol;Protocol;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;;;;;Y;
Y;NN DEFINED1;__STDTC;Start Date/Time of Observation;10;C;64;;datetime;;Perm;;;;Timing;ISO 8601;;UPPERCASE DATETIME;;Start date/time of an observation represented in IS0 8601 character format.;Start date/time of an observation.;;;;;;
;NSV;__CNTMOD;Contact Mode;10;C;40;;text;CNTMODE;Perm;CRF;Collected;Investigator;Record Qualifier;(CNTMODE);;UPPERCASE;Y;;;Y;;Y;;;
;NSV;__EPADJI;Epi/Pandemic Related Adjustment Reas Ind;20;C;2;;text;NY;Perm;CRF;Collected;Investigator;Record Qualifier;(NY);;UPPERCASE;Y;;Non-standard Variable from Guidance for Ongoing Studies Disrupted by COVID-19 Pandemic Version 1.0;Y;;Y;;;Y
;NSV;__REAS;Reason for Deviation;30;C;200;;text;DVCODES;Perm;CRF;Collected;Investigator;Record Qualifier;(DVCODES);;UPPERCASE;Y;;Non-standard Variable from Guidance for Ongoing Studies Disrupted by COVID-19 Pandemic Version 1.0;;;;;;
;NSV;__EPDSCI;Epi/Pandemic Related Discontin Reas Ind;40;C;2;;text;NY;Perm;CRF;Collected;Investigator;Record Qualifier;(NY);;UPPERCASE;Y;;Non-standard Variable from Guidance for Ongoing Studies Disrupted by COVID-19 Pandemic Version 1.0;Y;;Y;;;Y
;NSV;__EPRELI;Epi/Pandemic Related Indicator;50;C;2;;text;NY;Perm;CRF;Collected;Investigator;Record Qualifier;(NY);;UPPERCASE;Y;;Non-standard Variable from Guidance for Ongoing Studies Disrupted by COVID-19 Pandemic Version 1.0;Y;;Y;;;Y
;NSV;__EPCHGI;Epi/Pandemic Related Change Indicator;60;C;2;;text;NY;Perm;CRF;Collected;Investigator;Record Qualifier;(NY);;UPPERCASE;Y;;;Y;;Y;;;Y
;NSV;__REASOC;Reason for Occur Value;70;C;200;;text;;Perm;CRF;Collected;Investigator;Record Qualifier;;;UPPERCASE;Y;;;Y;;Y;;;
Y;RELREC;STUDYID;Study Identifier;10;C;40;;text;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Study Identifier of the domain record(s).;;;;;;
Y;RELREC;RDOMAIN;Related Domain Abbreviation;20;C;8;;text;DOMAIN;Req;Assigned;Assigned;Sponsor;Identifier;(DOMAIN);;UPPERCASE;;Domain abbreviations for domains which are related to at least one other domain. Derived from parent record;2-character abbreviation for the domain of the parent record(s).;;;;;;
Y;RELREC;USUBJID;Unique Subject Identifier;30;C;60;;text;;Exp;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;;;;;;
Y;RELREC;APID;Associated Persons Identifier;40;C;60;;text;;Req;;Assigned;Sponsor;Identifier;;;;;;Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person (see Section 4.1.3, Pool Definition Dataset and Section 6.2, Associated Persons Relationships).;;;;;;
Y;RELREC;IDVAR;Identifying Variable;50;C;8;;text;;Req;Assigned;Assigned;Sponsor;Identifier;*;;UPPERCASE;;Derived from parent record;Name of the identifying variable in the general-observation-class dataset that identifies the related record(s). Examples: --SEQ and --GRPID.;;;;;;
Y;RELREC;IDVARVAL;Identifying Variable Value;60;C;40;;text;;Exp;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Derived from parent record;Value of identifying variable described in IDVAR. If --SEQ is the variable being used to describe this record, then the value of --SEQ is entered here.;;;;;;
Y;RELREC;RELTYPE;Relationship Type;70;C;20;;text;RELTYEP;Exp;Assigned;Assigned;Sponsor;Record Qualifier;(RELTYEP);;UPPERCASE;;;Identifies the hierarchical level of the records in the relationship. Values should be either ONE or MANY. However, values are only necessary when identifying a relationship between datasets.;;;;;;
Y;RELREC;RELID;Relationship Identifier;80;C;40;;text;;Req;Assigned;Assigned;Sponsor;Record Qualifier;;;UPPERCASE;;Records with the same RELID value can be considered as related records;"RELID value should be unique within the ID variable (e.g., USUBJID, APID, POOLID, SPDEVID) that is the subject of the relationship. All records with this ID variable that have the same RELID are considered ""related/associated."" RELID can be any value the sponsor chooses, and is only meaningful within the RELREC dataset to identify the related/associated Domain records.";;;;;;
Y;RELSPEC;STUDYID;Study Identifier;10;C;40;;text;;Req;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Study Identifier of the domain record(s).;;;;;;
Y;RELSPEC;REFID;Specimen ID;20;C;80;;text;;Req;eDT;Collected;Vendor;Identifier;;;UPPERCASE;;;Specimen identifier, unique within USUBJID.;;;;;;
Y;RELSPEC;USUBJID;Unique Subject Identifier;30;C;60;;text;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.;;;;;;
Y;RELSPEC;SPEC;Specimen Type;40;C;80;;text;;Perm;eDT;Collected;Vendor;Record Qualifier;*;;UPPERCASE;;;Defines the type of specimen used for a measurement.  Examples: SERUM, PLASMA, URINE, SOFT TISSUE.;;;;;;
Y;RELSPEC;PARENT;Specimen Parent;50;C;40;;text;;Exp;eDT;Collected;Vendor;Record Qualifier;;;UPPERCASE;;;Identifies the REFID of the parent of a specimen to support tracking its genealogy.;;;;;;
Y;RELSPEC;LEVEL;Specimen Level;60;N;8;;integer;;Req;eDT;Collected;Vendor;Record Qualifier;;;;;;Identifies the generation number of the sample where the collected sample is considered the first generation.;;;;;;
Y;RELSUB;STUDYID;Study Identifier;10;C;40;;text;;Perm;Protocol;Protocol;Sponsor;Identifier;;;UPPERCASE;;;Unique identifier for a study.;;;;;;
Y;RELSUB;USUBJID;Unique Subject Identifier;20;C;60;;text;;Exp;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;Concatenation of STUDYID and DM.SUBJID;Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product. Either USUBJID or POOLID must be populated.;;;;;;
Y;RELSUB;POOLID;Pool Identifier;30;C;40;;text;;Perm;;;;Identifier;;;UPPERCASE;;An identifier used to identify a result from a group of subjects that is not assignable to a specific subject.;Identifier used to identify a pool of subjects. If POOLID is entered, POOLDEF records must exist for each subject in the pool and USUBJID must be null. Either USUBJID or POOLID must be populated.;;;;;;
Y;RELSUB;RSUBJID;Related Subject or Pool Identifier;40;C;60;;text;;Req;;;;Identifier;;;UPPERCASE;;;Identifier used to identify a related subject or pool of subjects. RSUBJID will be populated with either the USUBJID of the related subject or the POOLID of the related pool.;;;;;;
Y;RELSUB;SREL;Subject Relationship;50;C;40;;text;RELSUB;Req;;;;Record Qualifier;(RELSUB);;UPPERCASE;;;Describes the relationship of the subject identified in USUBJID or the pool identified in POOLID to the subject or pool identified in RSUBJID.;;;;;;
Y;SE;ETCD;Element Code;10;C;8;;text;;Req;Assigned;Assigned;Sponsor;Topic;*;;UPPERCASE;;;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;;;;;;
Y;SE;ELEMENT;Description of Element;20;C;40;;text;;Perm;Protocol;Protocol;Sponsor;Synonym Qualifier;*;;UPPERCASE;;;"The name of the Element. If ETCD has a value of ""UNPLAN"" then ELEMENT should be null.";;;;;;
Y;SE;SEUPDES;Description of Unplanned Element;30;C;200;;text;;Perm;Assigned;Assigned;Sponsor;Synonym Qualifier;;;UPPERCASE;;;"Description of what happened to the subject during an unplanned Element. Used only if ETCD has the value of ""UNPLAN"".";;;;;;
Y;SUPP;STUDYID;Study Identifier;10;C;40;;text;;Req;Protocol;Protocol;Sponsor;Identifier;UPPERCASE;;;;;Study Identifier of the parent record(s).;;;;;;
Y;SUPP;RDOMAIN;Related Domain Abbreviation;20;C;8;;text;DOMAIN;Req;Assigned;Assigned;Sponsor;Identifier;(DOMAIN);;UPPERCASE;;;2-character abbreviation for the domain of the parent record(s).;;;;;;
Y;SUPP;USUBJID;Unique Subject Identifier;30;C;60;;text;;Req;Assigned;Assigned;Sponsor;Identifier;UPPERCASE;;;;;Identifier for a single associated person, a group of associated persons, or a pool of associated persons. If APID identifies a pool, POOLDEF records must exist for each associated person (see Section 4.1.3, Pool Definition Dataset and Section 6.2, Associated Persons Relationships).;;;;;;
;SUPP;SPDEVID;Sponsor Device Identifier;40;C;80;;text;;Req;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Sponsor-defined identifier for a device;;;;;Y;
Y;SUPP;IDVAR;Identifying Variable;50;C;8;;text;;Exp;Assigned;Assigned;Sponsor;Identifier;*;;UPPERCASE;;;Identifying variable in the parent dataset that identifies the related record(s). Examples: --SEQ, --GRPID.;;;;;;
Y;SUPP;IDVARVAL;Identifying Variable Value;60;C;40;;text;;Exp;Assigned;Assigned;Sponsor;Identifier;;;UPPERCASE;;;Value of identifying variable of the parent record(s).;;;;;;
Y;SUPP;QNAM;Qualifier Variable Name;70;C;8;;text;;Req;Assigned;Assigned;Sponsor;Topic;*;;UPPERCASE;;;"The short name of the Qualifier variable, which is used as a column name in a domain view with data from the parent domain. The value in QNAM cannot be longer than 8 characters, nor can it start with a number (e.g., ""1TEST""). QNAM cannot contain characters other than letters, numbers, or underscores. This will often be the column name in the sponsor's operational dataset. QNAM should not be the name of any standard ADaM variable.";;;;;;
Y;SUPP;QLABEL;Qualifier Variable Label;80;C;40;;text;;Req;Assigned;Assigned;Sponsor;Synonym Qualifier;MIXEDCASE;;;;;This is the long name or label associated with QNAM. The value in QLABEL cannot be longer than 40 characters. This will often be the column label in the sponsor's original dataset.;;;;;;
Y;SUPP;QVAL;Data Value;90;C;200;;text;;Req;CRF;Collected;Investigator;Result Qualifier;MIXEDCASE;;;;;"Result of, response to, or value associated with QNAM. A value for this column is required; no records can be in a SUPP-- dataset with a null value for QVAL.";;;;;;
Y;SUPP;QORIG;Origin;100;C;20;;text;;Req;Assigned;Assigned;Sponsor;Record Qualifier;MIXEDCASE;;;;;Because QVAL can represent a mixture of collected (on a CRF), derived, or assigned items, QORIG is used to indicate the origin of this data. Examples: CRF, ASSIGNED, DERIVED.;;;;;;
Y;SUPP;QEVAL;Evaluator;110;C;40;;text;EVAL;Exp;Assigned;Assigned;Sponsor;Record Qualifier;;;UPPERCASE;;;"Used only for results that are subjective (e.g., assigned by a person or a group). Should be null for records that contain objectively collected or derived data. Examples: ""ADJUDICATION COMMITTEE"", ""STATISTICIAN"", ""DATABASE ADMINISTRATOR"", ""CLINICAL COORDINATOR"".";;;;;;
Y;SV;SVUPDES;Description of Unplanned Visit;10;C;200;;text;;Perm;CRF;Collected;Investigator;Synonym Qualifier;;;UPPERCASE;;;Description of what happened to the subject during an unplanned visit. Null for protocol-defined visits.;;;;;;
Y;TA;ARMCD;Planned Arm Code;10;C;20;;text;;Req;Assigned;Assigned;Sponsor;Topic;*;;UPPERCASE;;;ARMCD is limited to 20 characters and does not have special character restrictions.;;;;;;
Y;TA;ARM;Description of Planned Arm;20;C;40;;text;;Req;Protocol;Protocol;Sponsor;Synonym Qualifier;*;;UPPERCASE;;;Name given to Arm or treatment group.;;;;;;
Y;TA;ETCD;Element Code;30;C;8;;text;;Req;Assigned;Assigned;Sponsor;Record Qualifier;*;;UPPERCASE;;Set based on the SE domain;ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.;;;;;;
Y;TA;ELEMENT;Description of Element;40;C;40;;text;;Perm;Protocol;Protocol;Sponsor;Synonym Qualifier;*;;UPPERCASE;;Set based on the SE domain;The name of the Element.;;;;;;
Y;TA;TABRANCH;Branch;50;C;200;;text;;Exp;Protocol;Protocol;Sponsor;Rule;;;UPPERCASE;;;"Condition subjects meet, at a ""branch"" in the Trial Design at the end of this Element, to be included in this Arm. Example: Randomization to DRUG X.";;;;;;
Y;TA;TATRANS;Transition Rule;60;C;200;;text;;Exp;Protocol;Protocol;Sponsor;Rule;;;UPPERCASE;;;If the trial design allows a subject to transition to an Element other than the next Element in sequence, then the conditions for transitioning to those other Elements, and the alternative Element sequences, are specified in this rule (e.g., Responders go to washout).;;;;;;
Y;TD;TDORDER;Sequence of Planned Assessment Schedule;10;N;8;;integer;;Req;;;;Timing;;;;;;A number given to ensure ordinal sequencing of the planned assessment schedules within a trial.;;;;;;
Y;TD;TDANCVAR;Anchor Variable Name;20;C;8;;text;;Req;;;;Timing;;;UPPERCASE;;;A reference to the date variable name that provides the start point from which the planned disease assessment schedule is measured. This must be referenced from the ADaM ADSL dataset (e.g., ANCH1DT). Note: TDANCVAR is to contain the name of a reference date variable name.;;;;;;
Y;TD;TDSTOFF;Offset from the Anchor;30;C;64;;durationDatetime;;Req;;;;Timing;ISO 8601;;UPPERCASE DURATION;;;A fixed offset from the date provided by the variable referenced in TDANCVAR. This is used when the timing of planned cycles does not start on the exact day referenced in the variable indicated in TDANCVAR. The value of this variable will be either zero or a positive value.;;;;;;
Y;TD;TDTGTPAI;Planned Assessment Interval;40;C;64;;durationDatetime;;Req;;;;Timing;ISO 8601;;UPPERCASE;;;The planned interval between disease assessments.;;;;;;
Y;TD;TDMINPAI;Planned Assessment Interval Minimum;50;C;64;;durationDatetime;;Req;;;;Timing;ISO 8601;;UPPERCASE;;;The lower limit of the allowed range for the planned interval between disease assessments.;;;;;;
Y;TD;TDMAXPAI;Planned Assessment Interval Maximum;60;C;64;;durationDatetime;;Req;;;;Timing;ISO 8601;;UPPERCASE;;;The upper limit of the allowed range for the planned interval between disease assessments.;;;;;;
Y;TD;TDNUMRPT;Maximum Number of Actual Assessments;70;N;8;;integer;;Req;;;;Record Qualifier;;;;;;This variable must represent the maximum number of actual assessments for the analysis that this disease assessment schedule describes. In a trial where the maximum number of assessments is not defined explicitly in the protocol (e.g., assessments occur until death) TDNUMRPT should represent the maximum number of disease assessments that support the efficacy analysis, encountered by any subject across the trial at that point in time.;;;;;;
Y;TE;TESTRL;Rule for Start of Element;10;C;200;;text;;Req;Protocol;Protocol;Sponsor;Rule;;;UPPERCASE;;;Expresses rule for beginning Element.;;;;;;
Y;TE;TEENRL;Rule for End of Element;20;C;200;;text;;Perm;Protocol;Protocol;Sponsor;Rule;;;UPPERCASE;;;Expresses rule for ending Element. Either TEENRL or TEDUR must be present for each Element.;;;;;;
