basic_std,table,column,label,order,type,length,displayformat,xmldatatype,xmlcodelist,xmlcodelist_multi,core,origin,role,term,algorithm,qualifiers,comment,IGcomment,class_table,class_column,map_var_flag,fixed_mapping,include_in_raw,nn_internal,value_lvl_where_cols,value_lvl_label_col,value_lvl_collect_ct_val,value_lvl_ct_cdlist_id_col,enrich_build_order,enrich_rule,xmlcodelistvalues
Y,IS,ISSTRESU,Standard Units,220,C,40,,text,UNIT,,Exp,,VariableQualifier,(UNIT),,MIXEDCASE,,"Standardized units used for ISSTRESC and ISSTRESN. Examples: Index Value, gpELISA, unit/mL.",FINDINGS,__STRESU,,,,,,,,,50,sdtme_std_stresu_v$$,
Y,IS,ISSTAT,Completion Status,230,C,40,,text,ND,,Perm,,RecordQualifier,(ND),,UPPERCASE,,Used to indicate a test was not done. Should be null if a result exists in ISORRES.,FINDINGS,__STAT,Y,,Y,,,,,,,,
Y,IS,ISREASND,Reason Not Done,240,C,200,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Describes why a measurement or test was not performed. Used in conjunction with ISSTAT when value is NOT DONE.,FINDINGS,__REASND,Y,,Y,,,,,,,,
Y,IS,ISNAM,Vendor Name,250,C,40,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,Name or identifier of the laboratory or vendor who provided the test results,FINDINGS,__NAM,Y,,Y,,,,,,,,
Y,IS,ISSPEC,Specimen Type,260,C,80,,text,SPECTYPE,,Perm,,RecordQualifier,(SPECTYPE),,UPPERCASE,,Defines the types of specimen used for a measurement. Example: SERUM.,FINDINGS,__SPEC,Y,,Y,,,,,,,,
Y,IS,ISMETHOD,Method of Test or Examination,270,C,80,,text,,,Perm,,RecordQualifier,,,UPPERCASE,,"Method of test or examination. Examples: ELISA, ELISPOT.",FINDINGS,__METHOD,Y,,Y,,,,,,,,
Y,IS,ISBLFL,Baseline Flag,280,C,2,,text,NY,,Perm,Derived,RecordQualifier,(NY),Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart,UPPERCASE,,Indicator used to identify a baseline value. Should be Y or null.,FINDINGS,__BLFL,,,,,,,,,20,sdtme_std_blfl_v$$,Y
Y,IS,ISLLOQ,Lower Limit of Quantitation,290,N,8,,integer,,,Exp,,VariableQualifier,,,,,Indicates the lower limit of quantitation for an assay. Units will be those used for ISSTRESU.,FINDINGS,__LLOQ,,,,,,,,,,,
,IS,ISEVAL,Evaluator,300,C,40,,text,EVAL,,Perm,,RecordQualifier,(EVAL),,UPPERCASE,,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ADJUDICATION COMMITTEE, INDEPENDENT ASSESSOR, RADIOLOGIST.",FINDINGS,__EVAL,Y,,Y,,,,,,,,
,IS,ISEVALID,Evaluator Identifier,310,C,40,,text,MEDEVAL,,Perm,,VariableQualifier,(MEDEVAL),,UPPERCASE,,Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2,FINDINGS,__EVALID,Y,,Y,,,,,,,,
,IS,ISREPNUM,Repetition Number,320,N,8,,integer,,,Perm,,RecordQualifier,,,,,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.",FINDINGS,__REPNUM,Y,,Y,,,,,,,,
,IS,ETCD,Element Code,330,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,80,sdtme_std_etcd_v$$,
,IS,ELEMENT,Description of Element,340,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,80,sdtme_std_etcd_v$$,
Y,IS,VISITNUM,Visit Number,350,N,8,8.1,float,,,Exp,Protocol,Timing,,,,,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,src.vis_id,Y,,,,,,,,
Y,IS,VISIT,Visit Name,360,C,40,,text,,,Perm,Protocol,Timing,,,UPPERCASE,,1. Protocol-defined description of clinical encounter. 2. May be used in addition to VISITNUM and/or VISITDY.,TIMING,VISIT,,,,,,,,,30,sdtme_std_visit_v$$,
Y,IS,VISITDY,Planned Study Day of Visit,370,N,8,,integer,,,Perm,Assigned,Timing,,,,Based on TV.VISITDY,Planned study day of the visit based upon RFSTDTC in Demographics.,TIMING,VISITDY,,,,,,,,,40,sdtme_std_visitdy_v$$,
,IS,EPOCH,Epoch,380,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,"Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).",TIMING,EPOCH,,,,,,,,,70,sdtme_std_epoch_v$$,
Y,IS,ISDTC,Date/Time of Collection,390,C,64,,datetime,,,Exp,,Timing,ISO 8601,,UPPERCASE DATETIME,,Collection date and time of an observation represented in ISO 8601.,TIMING,__DTC,Y,,Y,,,,,,,,
Y,IS,ISDY,Study Day of Visit/Collection/Exam,400,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = ISDTC - RFSTDTC+1 if ISDTC is on or after RFSTDTC,ISDTC - RFSTDTC if ISDTC precedes RFSTDTC",,,Actual study day of visit/collection/exam expressed in integer days relative to sponsor- defined RFSTDTC in Demographics.,TIMING,__DY,,,,,,,,,10,sdtme_std_dy_v$$,
,IS,ISTPT,Planned Time Point Name,410,C,80,,text,,,Perm,,Timing,,,UPPERCASE,,"Text description of time when a measurement or observation should be taken as defined in the protocol. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See --TPTNUM and -- TPTREF.",TIMING,__TPT,Y,,Y,,,,,,,,
,IS,ISTPTNUM,Planned Time Point Number,420,N,8,8.1,float,,,Perm,,Timing,,,,,Numeric version of planned time point used in sorting.,TIMING,__TPTNUM,Y,,Y,,,,,,,,
,IS,ISELTM,Planned Elapsed Time from Time Point Ref,430,C,64,,text,,,Perm,,Timing,ISO 8601,,UPPERCASE DURATION,,"Planned Elapsed time in ISO 8601 character format relative to a planned fixed reference (--TPTREF) such as ""Previous Dose"" or ""Previous Meal"". This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",TIMING,__ELTM,Y,,Y,,,,,,,,
,IS,ISTPTREF,Time Point Reference,440,C,40,,text,,,Perm,,Timing,,,UPPERCASE,,"Description of the fixed reference point referred to by --ELTM, --TPTNUM, and --TPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",TIMING,__TPTREF,Y,,Y,,,,,,,,
,IS,ISRFTDTC,Date/Time of Reference Time Point,450,C,64,,datetime,,,Perm,,Timing,ISO 8601,,UPPERCASE DATETIME,,Date/time for a fixed reference time point defined by --TPTREF in ISO 8601 character format.,TIMING,__RFTDTC,Y,,Y,,,,,,,,
,LB,CDMS_SUB_EVT_NUM,CDMS Repeat Sequence Number,10,N,8,,integer,,,Perm,,RecordQualifier,,,,,,NN DEFINED,CDMS_SUB_EVT_NUM,,src.cdms_sub_evt_num,Y,Y,,,,,,,
,LB,SRC_FIND_COLL_UNIT,CDW SRC Finding Collection Unit,20,C,80,,text,,,Perm,,RecordQualifier,,,,,,NN DEFINED,SRC_FIND_COLL_UNIT,,src.src_find_coll_unit,Y,Y,,,,,,,
,LB,SRC_TOPIC_CD,CDW SRC Topic Code,30,C,200,,text,,,Perm,,Topic,,,,,,NN DEFINED,SRC_TOPIC_CD,,src.src_topic_cd,Y,Y,,,,,,,
,LB,TOPIC_CD,CDW Topic Code,40,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,LB,STUDYID,Study Identifier,50,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,LB,DOMAIN,Domain Abbreviation,60,C,8,,text,,,Req,Assigned,Identifier,LB,,UPPERCASE,,Two-character abbreviation for the domain.,IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,LB,USUBJID,Unique Subject Identifier,70,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,IDENTIFIERS,USUBJID,*,,Y,,,,,,,,
,LB,SPDEVID,Sponsor Device Identifier,80,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier for a device,IDENTIFIERS,SPDEVID,Y,,Y,,,,,,,,
Y,LB,LBSEQ,Sequence Number,90,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,LB,LBGRPID,Group ID,100,C,60,,text,,,Perm,eDT,Identifier,,,UPPERCASE,,Used to tie together a block of related records in a single domain for a subject.,IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
Y,LB,LBREFID,Specimen ID,110,C,40,,text,,,Perm,eDT,Identifier,,,UPPERCASE,,Internal or external specimen identifier. Example: Specimen ID.,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
Y,LB,LBSPID,Sponsor-Defined Identifier,120,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on the Lab page.,IDENTIFIERS,__SPID,*,,Y,,,,,,,,
,LB,LBLNKID,Link ID,130,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This may be a one-to- one or a one-to-many relationship. For Example: A single tumor may have multiple measurements/assessments performed at each study visit.,IDENTIFIERS,__LNKID,Y,,Y,,,,,,,,
,LB,LBLNKGRP,Link Group ID,140,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Identifier used to link related records across domains. This will usually be a many-to-one relationship. For example: Multiple tumor measurements/assessments will contribute to a single response to therapy determination record.,IDENTIFIERS,__LNKGRP,Y,,Y,,,,,,,,
Y,LB,LBTESTCD,Lab Test or Examination Short Name,150,C,8,,text,LBTESTCD,,Req,Assigned,Topic,(LBTESTCD),,UPPERCASE,,"Short name of the measurement, test, or examination described in LBTEST. It can be used as a column name when converting a dataset from a vertical to a horizontal format. The value in LBTESTCD cannot be longer than 8 characters, nor can it start with a number (e.g.""1TEST""). LBTESTCD cannot contain characters other than letters, numbers, or underscores. Examples: ALT, LDH.",FINDINGS,__TESTCD,Y,,Y,,,,,,,,
Y,LB,LBTEST,Lab Test or Examination Name,160,C,40,,text,LBTEST,,Req,Assigned,SynonymQualifier,(LBTEST),,MIXEDCASE,,"Verbatim name of the test or examination used to obtain the measurement or finding. Note any test normally performed by a clinical laboratory is considered a lab test. The value in LBTEST cannot be longer than 40 characters. Examples: Alanine Aminotransferase, Lactate Dehydrogenase.",FINDINGS,__TEST,Y,,Y,,,,,,,,
Y,LB,LBCAT,Category for Lab Test,170,C,60,,text,,,Exp,Assigned,GroupingQualifier,*,,UPPERCASE,,"Used to define a category of related records across subjects. Examples: such as HEMATOLOGY, URINALYSIS, CHEMISTRY.",FINDINGS,__CAT,Y,src.cat,Y,,,,,,,,
Y,LB,LBSCAT,Subcategory for Lab Test,180,C,60,,text,,,Perm,Assigned,GroupingQualifier,*,,UPPERCASE,,"A further categorization of a test category such as DIFFERENTIAL, COAGULATON, LIVER FUNCTION, ELECTROLYTES.",FINDINGS,__SCAT,Y,src.sub_cat,Y,,,,,,,,
Y,LB,LBORRES,Result or Finding in Original Units,190,C,200,,text,,,Exp,eDT,ResultQualifier,,,UPPERCASE,,Result of the measurement or finding as originally received or collected.,FINDINGS,__ORRES,Y,,Y,,LBTESTCD LBCAT LBSPEC,LBTEST,,CATGO_CT,,,
Y,LB,LBORRESU,Original Units,200,C,40,,text,UNIT,,Exp,eDT,VariableQualifier,(UNIT),,MIXEDCASE,,Original units in which the data were collected. The unit for LBORRES. Example: g/L.,FINDINGS,__ORRESU,Y,,Y,,LBTESTCD LBCAT LBSPEC,LBTEST,Y,,,,
Y,LB,LBORNRLO,Reference Range Lower Limit in Orig Unit,210,C,40,,text,,,Exp,Assigned,VariableQualifier,,,UPPERCASE,,Lower end of reference range for continuous measurements in original units. Should be populated only for continuous results.,FINDINGS,__ORNRLO,,,,,,,,,40,sdtme_std_ornr_v$$,
Y,LB,LBORNRHI,Reference Range Upper Limit in Orig Unit,220,C,40,,text,,,Exp,Assigned,VariableQualifier,,,UPPERCASE,,Upper end of reference range for continuous measurements in original units. Should be populated only for continuous results.,FINDINGS,__ORNRHI,,,,,,,,,40,sdtme_std_ornr_v$$,
Y,LB,LBSTRESC,Character Result/Finding in Std Format,230,C,200,,text,LBSTRESC,,Exp,Derived,ResultQualifier,(LBSTRESC),LBORRES converted into standard unit,UPPERCASE,,"Contains the result value for all findings, copied or derived from LBORRES in a standard format or standard units. LBSTRESC should store all results or findings in character format; if results are numeric, they should also be stored in numeric format in LBSTRESN. For example, if a test has results ""NONE"", ""NEG"", and ""NEGATIVE"" in LBORRES and these results effectively have the same meaning, they could be represented in standard format in LBSTRESC as ""NEGATIVE"". For other examples, see general assumptions.",FINDINGS,__STRESC,Y,,Y,,LBTESTCD LBCAT LBSPEC,LBTEST,V,CATGO_CT,70,sdtme_std_stres_v$$,
Y,LB,LBSTRESN,Numeric Result/Finding in Standard Units,240,N,8,8.3,float,,,Exp,Derived,ResultQualifier,,LBORRES converted into standard unit,,,Used for continuous or numeric results or findings in standard format; copied in numeric format from LBSTRESC. LBSTRESN should store all numeric test results or findings.,FINDINGS,__STRESN,,,,,,,,,70,sdtme_std_stres_v$$,
Y,LB,LBSTRESU,Standard Units,250,C,40,,text,UNIT,,Exp,eDT,VariableQualifier,(UNIT),,MIXEDCASE,,Standardized unit used for LBSTRESC or LBSTRESN.,FINDINGS,__STRESU,,,,,,,,,60,sdtme_std_stresu_v$$,
Y,LB,LBSTNRLO,Reference Range Lower Limit-Std Units,260,N,8,8.1,float,,,Exp,Derived,VariableQualifier,,LBORNRLO converted to standard unit (LBSTRESU),,,Lower end of reference range for continuous measurements for LBSTRESC/LBSTRESN in standardized units. Should be populated only for continuous results.,FINDINGS,__STNRLO,,,,,,,,,70,sdtme_std_stres_v$$,
Y,LB,LBSTNRHI,Reference Range Upper Limit-Std Units,270,N,8,8.1,float,,,Exp,Derived,VariableQualifier,,LBORNRHI converted to standard unit (LBSTRESU),,,Upper end of reference range for continuous measurements in standardized units. Should be populated only for continuous results.,FINDINGS,__STNRHI,,,,,,,,,70,sdtme_std_stres_v$$,
Y,LB,LBSTNRC,Reference Range for Char Rslt-Std Units,280,C,40,,text,,,Perm,eDT,VariableQualifier,,,UPPERCASE,,"For normal range values that are character in ordinal scale or if categorical ranges were supplied (e.g., ""-1 to +1"", ""NEGATIVE TO TRACE"").",FINDINGS,__STNRC,,,,,,,,,,,
Y,LB,LBNRIND,Reference Range Indicator,290,C,20,,text,NRIND,,Exp,Derived,VariableQualifier,(NRIND),If LBORRESN > LBORNRHI then LBNRIND=HIGH. If LBORRESN < LBORNRLO then LBNRIND=LOW. If LBORRESN between LBORNRLO and LBORNRHI then LBNRIND=NORMAL.,UPPERCASE,,"1. Indicates where the value falls with respect to reference range defined by LBORNRLO and LBORNRHI, LBSTNRLO and LBSTNRHI, or by LBSTNRC. Examples: NORMAL, ABNORMAL, HIGH, LOW. 2. Sponsors should specify in the study metadata (Comments column in the define.xml) whether LBNRIND refers to the original or standard reference ranges and results. 3. Should not be used to indicate clinical significance.",FINDINGS,__NRIND,,,,,,,,,50,sdtme_std_nrind_v$$,
Y,LB,LBSTAT,Completion Status,300,C,40,,text,ND,,Perm,Derived,RecordQualifier,(ND),"Set to NOT DONE if 'ND', 'NA', 'NK' ,' ' have been reported on CRF",UPPERCASE,,Used to indicate exam not done. Should be null if a result exists in LBORRES.,FINDINGS,__STAT,Y,,Y,,,,,,,,
Y,LB,LBREASND,Reason Test Not Done,310,C,200,,text,,,Perm,eDT,RecordQualifier,,,UPPERCASE,,"Describes why a measurement or test was not performed such as BROKEN EQUIPMENT, SUBJECT REFUSED, or SPECIMEN LOST. Used in conjunction with LBSTAT when value is NOT DONE.",FINDINGS,__REASND,Y,,Y,,,,,,,,
Y,LB,LBNAM,Vendor Name,320,C,40,,text,,,Perm,eDT,RecordQualifier,,,UPPERCASE,,The name or identifier of the laboratory that performed the test.,FINDINGS,__NAM,Y,,Y,,,,,,,,
Y,LB,LBLOINC,LOINC Code,330,C,200,,text,,,Perm,eDT,SynonymQualifier,*,,UPPERCASE,,1. Dictionary-derived LOINC Code for LBTEST. 2. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes,FINDINGS,__LOINC,Y,,Y,,,,,,,,
Y,LB,LBSPEC,Specimen Type,340,C,80,,text,SPECTYPE,,Perm,eDT,RecordQualifier,(SPECTYPE),,UPPERCASE,,"Defines the type of specimen used for a measurement. Examples: SERUM, PLASMA, URINE.",FINDINGS,__SPEC,Y,,Y,,,,,,,,
Y,LB,LBSPCCND,Specimen Condition,350,C,40,,text,SPECCOND,,Perm,eDT,RecordQualifier,(SPECCOND),,UPPERCASE,,"Free or standardized text describing the condition of the specimen e.g. HEMOLYZED, ICTERIC, LIPEMIC etc.",FINDINGS,__SPCCND,Y,,Y,,,,,,,,
Y,LB,LBMETHOD,Method of Test or Examination,360,C,80,,text,METHOD,,Perm,eDT,RecordQualifier,(METHOD),,UPPERCASE,,"Method of the test or examination. Examples: EIA (Enzyme Immunoassay), ELECTROPHORESIS, DIPSTICK",FINDINGS,__METHOD,Y,,Y,,,,,,,,
,LB,LBANMETH,Analysis Method,370,C,80,,text,,,Perm,eDT,RecordQualifier,*,,UPPERCASE,,Analysis method applied to obtain a summarized result. Analysis method describes the method of secondary processing applied to a complex observation result (e.g. an image or a genetic sequence).,FINDINGS,__ANMETH,Y,,Y,,,,,,,,
Y,LB,LBBLFL,Baseline Flag,380,C,2,,text,NY,,Exp,Derived,RecordQualifier,(NY),Baseline flag set to Y when the assessment is collected at the visit marked as baseline in the trial flowchart,UPPERCASE,,"Indicator used to identify a baseline value. The value should be ""Y"" or null.",FINDINGS1,__BLFL,,,,,,,,,20,sdtme_std_blfl_v$$,Y
Y,LB,LBFAST,Fasting Status,390,C,2,,text,NY,,Perm,eDT,RecordQualifier,(NY),,UPPERCASE,,"Indicator used to identify fasting status such as Y, N, U, or null if not relevant.",FINDINGS,__FAST,Y,,Y,,,,,,,,
Y,LB,LBDRVFL,Derived Flag,400,C,2,,text,NY,,Perm,eDT,RecordQualifier,(NY),,UPPERCASE,,"Used to indicate a derived record. The value should be Y or null. Records that represent the average of other records, or do not come from the CRF, or are not as originally received or collected are examples of records that might be derived for the submission datasets. If LBDRVFL=Y, then LBORRES may be null, with LBSTRESC, and (if numeric) LBSTRESN having the derived value.",FINDINGS,__DRVFL,,,,,,,,,,,Y
Y,LB,LBTOX,Toxicity,410,C,80,,text,,,Perm,eDT,VariableQualifier,*,,UPPERCASE,,"Description of toxicity quantified by LBTOXGR. The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the define.xml external codelist attributes.",FINDINGS,__TOX,Y,,Y,,,,,,,,
Y,LB,LBTOXGR,Standard Toxicity Grade,420,C,80,,text,,,Perm,eDT,VariableQualifier,*,,UPPERCASE,,"Records toxicity grade value using a standard toxicity scale (such as the NCI CTCAE). If value is from a numeric scale, represent only the number (e.g., ""2"" and not ""Grade 2""). The sponsor is expected to provide the name of the scale and version used to map the terms, utilizing the define.xml external codelist attributes.",FINDINGS,__TOXGR,Y,,Y,,,,,,,,
,LB,LBEVAL,Evaluator,430,C,40,,text,EVAL,,Perm,,RecordQualifier,(EVAL),,UPPERCASE,,"Role of the person who provided the evaluation. Used only for results that are subjective (e.g., assigned by a person or a group). Examples: ADJUDICATION COMMITTEE, INDEPENDENT ASSESSOR, RADIOLOGIST.",FINDINGS,__EVAL,Y,,Y,,,,,,,,
,LB,LBEVALID,Evaluator Identifier,440,C,40,,text,MEDEVAL,,Perm,,VariableQualifier,(MEDEVAL),,UPPERCASE,,Used to distinguish multiple evaluators with the same role recorded in --EVAL. Examples: RADIOLOGIST1 or RADIOLOGIST2,FINDINGS,__EVALID,Y,,Y,,,,,,,,
,LB,LBREPNUM,Repetition Number,450,N,8,,integer,,,Perm,,RecordQualifier,,,,,"The incidence number of a test that is repeated within a given timeframe for the same test. The level of granularity can vary, e.g., within a time point or within a visit. For example, multiple measurements of blood pressure or multiple analyses of a sample.",FINDINGS,__REPNUM,Y,,Y,,,,,,,,
,LB,ETCD,Element Code,460,C,8,,text,,,Req,Assigned,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,"ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions. These values should be short for ease of use in programming, but it is not expected that ETCD will need to serve as a variable name.",NN DEFINED,ETCD,,,,,,,,,100,sdtme_std_etcd_v$$,
,LB,ELEMENT,Description of Element,470,C,40,,text,,,Req,Protocol,RecordQualifier,*,,UPPERCASE,Set based on the SE domain,The name of the Element.,NN DEFINED,ELEMENT,,,,,,,,,100,sdtme_std_etcd_v$$,
Y,LB,VISITNUM,Visit Number,480,N,8,8.1,float,,,Exp,Protocol,Timing,,,,,"1. Clinical encounter number. 2. Numeric version of VISIT, used for sorting.",TIMING,VISITNUM,,src.vis_id,Y,,,,,,,,
Y,LB,VISIT,Visit Name,490,C,40,,text,,,Perm,Protocol,Timing,,,UPPERCASE,,1. Protocol-defined description of clinical encounter 2. May be used in addition to VISITNUM and/or VISITDY,TIMING,VISIT,,,,,,,,,30,sdtme_std_visit_v$$,
Y,LB,VISITDY,Planned Study Day of Visit,500,N,8,,integer,,,Perm,Assigned,Timing,,,,Based on TV.VISITDY,Planned study day of the visit based upon RFSTDTC in Demographics.,TIMING,VISITDY,,,,,,,,,80,sdtme_std_visitdy_v$$,
,LB,EPOCH,Epoch,510,C,40,,text,EPOCH,,Perm,Protocol,Timing,(EPOCH),,UPPERCASE,Set based on the SE domain,"Epoch associated with the start date/time of the observation, or the date/time of collection if start date/time is not collected. (See Section 3.2.2).",TIMING,EPOCH,,,,,,,,,90,sdtme_std_epoch_v$$,
Y,LB,LBDTC,Date/Time of Specimen Collection,520,C,64,,datetime,,,Exp,eDT,Timing,ISO 8601,,UPPERCASE DATETIME,,,TIMING,__DTC,Y,,Y,,,,,,,,
Y,LB,LBENDTC,End Date/Time of Specimen Collection,530,C,64,,datetime,,,Perm,eDT,Timing,ISO 8601,,UPPERCASE DATETIME,,,TIMING,__ENDTC,Y,,Y,,,,,,,,
Y,LB,LBDY,Study Day of Specimen Collection,540,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = LBDTC - RFSTDTC+1 if LBDTC is on or after RFSTDTC,LBDTC - RFSTDTC if LBDTC precedes RFSTDTC",,,"1. Study day of specimen collection, measured as integer days. 2. Algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in Demographics. This formula should be consistent across the submission.",TIMING,__DY,,,,,,,,,10,sdtme_std_dy_v$$,
,LB,LBENDY,Study Day of End of Specimen Collection,550,N,8,,integer,,,Perm,Derived,Timing,,"Calculation: = LBENDTC - RFSTDTC+1 if LBENDTC is on or after RFSTDTC,LBENDTC - RFSTDTC if LBENDTC precedes RFSTDTC",,,Actual study day of end of observation expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,TIMING,__ENDY,,,,,,,,,10,sdtme_std_dy_v$$,
Y,LB,LBTPT,Planned Time Point Name,560,C,80,,text,,,Perm,eDT,Timing,,,UPPERCASE,,"1. Text Description of time when specimen should be taken. 2. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See LBTPTNUM and LBTPTREF. Examples: Start, 5 min post.",TIMING,__TPT,Y,,Y,,,,,,,,
Y,LB,LBTPTNUM,Planned Time Point Number,570,N,8,8.1,float,,,Perm,eDT,Timing,,,,,Numerical version of LBTPT to aid in sorting.,TIMING,__TPTNUM,Y,,Y,,,,,,,,
Y,LB,LBELTM,Planned Elapsed Time from Time Point Ref,580,C,64,,text,,,Perm,eDT,Timing,ISO 8601,,UPPERCASE DURATION,,"Planned Elapsed time (in ISO 8601) relative to a planned fixed reference (LBTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date time variable. Represented as an ISO 8601 duration. Examples: ""-PT15M"" to represent the period of 15 minutes prior to the reference point indicated by LBTPTREF, or ""PT8H"" to represent the period of 8 hours after the reference point indicated by LBTPTREF.",TIMING,__ELTM,Y,,Y,,,,,,,,
Y,LB,LBTPTREF,Time Point Reference,590,C,40,,text,,,Perm,eDT,Timing,,,UPPERCASE,,"Name of the fixed reference point referred to by LBELTM, LBTPTNUM, and LBTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",TIMING,__TPTREF,Y,,Y,,,,,,,,
Y,LB,LBRFTDTC,Date/Time of Reference Time Point,600,C,64,,datetime,,,Perm,eDT,Timing,ISO 8601,,UPPERCASE DATETIME,,"Date/time of the reference time point, LBTPTREF.",TIMING,__RFTDTC,Y,,Y,,,,,,,,
,MB,CDMS_SUB_EVT_NUM,CDMS Repeat Sequence Number,10,N,8,,integer,,,Perm,,RecordQualifier,,,,,,NN DEFINED,CDMS_SUB_EVT_NUM,,src.cdms_sub_evt_num,Y,Y,,,,,,,
,MB,SRC_FIND_COLL_UNIT,CDW SRC Finding Collection Unit,20,C,80,,text,,,Perm,,RecordQualifier,,,,,,NN DEFINED,SRC_FIND_COLL_UNIT,,src.find_coll_unit,Y,Y,,,,,,,
,MB,TOPIC_CD,CDW Topic Code,30,C,80,,text,,,Perm,,Topic,,,,,,NN DEFINED,TOPIC_CD,,src.topic_cd,Y,Y,,,,,,,
Y,MB,STUDYID,Study Identifier,40,C,40,,text,,,Req,Protocol,Identifier,,,UPPERCASE,,Unique identifier for a study.,IDENTIFIERS,STUDYID,*,,Y,,,,,,,,
Y,MB,DOMAIN,Domain Abbreviation,50,C,8,,text,,,Req,Assigned,Identifier,MB,,UPPERCASE,,Two-character abbreviation for the domain.,IDENTIFIERS,DOMAIN,*,,Y,,,,,,,,
Y,MB,USUBJID,Unique Subject Identifier,60,C,60,,text,,,Req,Assigned,Identifier,,,UPPERCASE,Concatenation of STUDYID and DM.SUBJID,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,IDENTIFIERS,USUBJID,*,,Y,,,,,,,,
,MB,SPDEVID,Sponsor Device Identifier,70,C,40,,text,,,Perm,Assigned,Identifier,,,UPPERCASE,,Sponsor-defined identifier for a device,IDENTIFIERS,SPDEVID,Y,,Y,,,,,,,,
Y,MB,MBSEQ,Sequence Number,80,N,8,,integer,,,Req,Derived,Identifier,,Sequential number identifying records within each USUBJID,,,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,IDENTIFIERS,__SEQ,*,,Y,,,,,,,,
Y,MB,MBGRPID,Group ID,90,C,60,,text,,,Exp,,Identifier,,,UPPERCASE,,"Used to tie together a block of related records in a single domain to support relationships within the domain and between domains. In MB, used to link to findings about organisms which are stored in MS.",IDENTIFIERS,__GRPID,Y,,Y,,,,,,,,
Y,MB,MBREFID,Reference ID,100,C,40,,text,,,Perm,,Identifier,,,UPPERCASE,,Internal or external specimen identifier. Example: Specimen ID,IDENTIFIERS,__REFID,Y,,Y,,,,,,,,
