CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
FINDSCAT,PHYSICAL ASSESSMENT FIND_SUB_CAT,Physical Assessment,,,2,,,"Physical Assessment subcategory for Michigan Neuropathy Screening Instrument (MNSI) (copyright University of Michigan, 2000, All rights reserved). Patient Version"
FINDSCAT,PHYSICAL COMFORT FIND_SUB_CAT,Physical Comfort,,,1,,,PHYSICAL COMFORT subcategory for Impact of Weight on Quality of Life Kids Questionnaire
FINDSCAT,PHYSICAL FUNCTIONING FIND_SUB_CAT,Physical Functioning,,,1,,,Physical Functioning subcategory for Patient Global Impression
FINDSCAT,PHYSICAL HEALTH FIND_SUB_CAT,Physical Health,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Physical Health
"
FINDSCAT,PHYSICAL HEALTH DURING THE PAST WEEK FIND_SUB_CAT,Physical Health During the Past Week,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group II

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group III

Physical Health During the Past Week"
FINDSCAT,PK AFTER MULTIPLE DOSE FIND_SUB_CAT,PK after multiple dose,,,116,,,"PK after multiple dose"
FINDSCAT,PK AFTER SINGLE DOSE FIND_SUB_CAT,PK after single dose,,,116,,,"PK after single dose"
FINDSCAT,PLANNING FIND_SUB_CAT,Planning,,,4,,,Planning
FINDSCAT,PLASMA GLUCOSE OVERVIEW FIND_SUB_CAT,Plasma Glucose Overview,,,1,,,Plasma Glucose Overview
FINDSCAT,PRE-ECLAMPSIA RISK FACTORS FIND_SUB_CAT,Pre-Eclampsia Risk Factors,,,1,,,"Pre-Eclampsia Risk Factors"
FINDSCAT,PRE-ECLAMPSIA TREATMENT FIND_SUB_CAT,Pre-Eclampsia Treatment,,,1,,,"Pre-eclampsia Treatment"
FINDSCAT,PREDISPOSTION FACTORS-BREAST NEOPLASM FIND_SUB_CAT,Predisposition Factors-Breast Neoplasm,,,1,,,Subcategory for Risk factors for Breast Neoplasm - Predisposition factors-Breast Neoplasm
FINDSCAT,PREDISPOSTION FACTORS-SKIN CANCER FIND_SUB_CAT,Predisposition Factors-Skin Cancer,,,1,,,Subcategory for Risk factors for Skin Cancer - Predisposition factors-Skin Cancer
FINDSCAT,PREGNANCY FIND_SUB_CAT,Pregnancy,,,116,,,Pregnancy
FINDSCAT,PRESCRIPTION MEDICATION FOR OBESITY FIND_SUB_CAT,Prescription Medication for Obesity,,,3,,,Prescription Medication for Obesity sub category for the Weight history project standard
FINDSCAT,PREVIOUS IMAGE FIND_SUB_CAT,Previous Image,,,1,,,Previous ATTR image
FINDSCAT,PREVIOUS TREATMENT FIND_SUB_CAT,Previous Treatment,,,1,,,Previous treatment for ATTR
FINDSCAT,QMHS FIND_SUB_CAT,QMHS,,,1,,,"QualityMetric Health Outcomes Scoring (QMHS) Software - Scored questionnaire type"
FINDSCAT,QUALITY OF LIFE FIND_SUB_CAT,Quality of Life,,,1,,,Quality of Life subcategory for Patient Global Impression
FINDSCAT,Questionnaire for diagnosing binge eating disorder and bulimia nervosa FIND_SUB_CAT,Quest. eating disorder + bulimia nervosa,,,117,,,"Questionnaire for diagnosing binge eating disorder and bulimia nervosa"
FINDSCAT,REASON FOR NOT BEING ABLE TO SWALLOW TABLET FIND_SUB_CAT,Reason Not Being Able to Swallow Tablet,,,1,,,Reason not being able to swallow tablet
FINDSCAT,RECALL FIND_SUB_CAT,Recall,,,1,,,"Recall subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,RECOVERY 3.0 MMOL/L FIND_SUB_CAT,Recovery 3.0 mmol/L,,,1,,,Recovery 3.0 mmol/L
FINDSCAT,RECOVERY 3.9 MMOL/L FIND_SUB_CAT,Recovery 3.9 mmol/L,,,1,,,Recovery 3.9 mmol/L
FINDSCAT,RECOVERY 5.5 MMOL/L FIND_SUB_CAT,Recovery 5.5 mmol/L,,,1,,,Recovery 5.5 mmol/L
FINDSCAT,"RECREATION, SPORT, AND LEISURE-TIME PHYSICAL ACTIVITY FIND_SUB_CAT","Recreation, Sport, and Leisure-Time Phys",,,4,,,"RECREATION, SPORT, AND LEISURE-TIME subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version"
FINDSCAT,REFLEXES FIND_SUB_CAT,Reflexes,,,1,,,"Reflexes subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,REGISTRATION FIND_SUB_CAT,Registration,,,1,,,"Registration subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,RELATIONSHIPS FIND_SUB_CAT,Relationships,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Relationships"
FINDSCAT,REMEMBERING FIND_SUB_CAT,Remembering,,,5,,,Remembering
FINDSCAT,REMEMBERING TEST INSTRUCTIONS FIND_SUB_CAT,Remembering Test Instructions,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Remembering Test Instructions
FINDSCAT,RENAL CONDITIONS FIND_SUB_CAT,REE Conditions Contributed to the Event,,,1,,,"Renal: Was there evidence or suspicion of conditions which could explain or have contributed to the event?"
FINDSCAT,RENAL EVENT FIND_SUB_CAT,Renal event,,,1,,,"Sponsor-defined: Renal event
Adverse Event Reporting"
FINDSCAT,RENAL IMAGING FIND_SUB_CAT,REE Diagnosis Supported by Imaging,,,1,,,"Renal:Was the diagnosis supported by imaging?"
FINDSCAT,RENAL LABORATORY TEST FIND_SUB_CAT,REE Laboratory Tests,,,1,,,"Renal: Relevant laboratory tests"
FINDSCAT,RENAL NEPHROTOXIC AGENTS FIND_SUB_CAT,REE Nephrotoxic Agents within last 3 Mth,,,1,,,"Renal: Has the subject received any nephrotoxic agents within the last 3 months?"
FINDSCAT,RENAL UNSPECIFIED TEST FIND_SUB_CAT,REE Unspecified Tests,,,1,,,"Renal: Relevant laboratory tests"
FINDSCAT,RETINOPATHY CONDITIONS FIND_SUB_CAT,Retinopathy Conditions,,,1,,,"Which of the following relevant conditions had occurred or were present prior to baseline"
FINDSCAT,RETINOPATHY DISEASES FIND_SUB_CAT,DMR Diseases,,,1,,,"Disease(s) found on ophthalmoscopy / fundoscopy / fundus photography"
FINDSCAT,RETINOPATHY IDENTIFIED FIND_SUB_CAT,DMR Identified,,,1,,,"How was this event of diabetic retinopathy identified?"
FINDSCAT,RETINOPATHY OTHER FINDINGS FIND_SUB_CAT,DMR Other Findings,,,1,,,Other Findings
FINDSCAT,RETINOPATHY RESULTS FIND_SUB_CAT,DMR Results,,,1,,,"Retinopathy Results"
FINDSCAT,RETINOPATHY STAGE FIND_SUB_CAT,Retinopathy Stage,,,1,,,"Retinopathy Stage"
FINDSCAT,RETINOPATHY TREATMENT FIND_SUB_CAT,Retinopathy Treatment,,,1,,,"What treatment(s) did the subject receive for this condition?"
FINDSCAT,RETINOPATHY TYPE FIND_SUB_CAT,DMR Type,,,1,,,"Type of eye disease"
FINDSCAT,RETINOPATHY VISUAL ACUITY FIND_SUB_CAT,Retinopathy Visual Acuity,,,1,,,"Retinopathy Visual Acuity"
FINDSCAT,REVASCULARISATION PROCEDURE FIND_SUB_CAT,Revascularisation procedure,,,1,,,"Sponsor-defined: Revascularisation procedure
Adverse Event Reporting"
FINDSCAT,SCHOOL FUNCTIONING FIND_SUB_CAT,School Functioning,,,1,,,School Functioning subcategory for PedsQL Quality of Life Inventory Acute V4
FINDSCAT,SCREEN FOR ALCOHOL FIND_SUB_CAT,Screen for Alcohol,,,119,,,"Screen for Alcohol, used as a sub category for the urinalysis category"
FINDSCAT,SCREEN FOR DRUGS FIND_SUB_CAT,Screen for drugs,,,119,,,Screen for drugs
FINDSCAT,SECTION A: YOUR EXPERIENCE BEFORE YOU STARTED THE STUDY FIND_SUB_CAT,Section A,,,1,,,Section A: Your experience before you started the study subcategory for the Study Participant Feedback Questionnaire V1.0. Prepared by TransCelerate Patient Experience Initiative Team.
FINDSCAT,SECTION B: YOUR EXPERIENCE DURING THE TRIAL FIND_SUB_CAT,Section B,,,2,,,Section B: Your experience during the trial subcategory for the Study Participant Feedback Questionnaire V1.0. Prepared by TransCelerate Patient Experience Initiative Team.
FINDSCAT,SECTION C: YOUR EXPERIENCE AT THE END OF THE TRIAL FIND_SUB_CAT,Section C,,,3,,,Section C: Your experience at the end of th trial subcategory for the Study Participant Feedback Questionnaire V1.0. Prepared by TransCelerate Patient Experience Initiative Team.
FINDSCAT,SELF CARE FIND_SUB_CAT,Self Care,,,1,,,Self care subcategory for Hemophilia Activities List. V2.0
FINDSCAT,SENSATION - G. TOE FIND_SUB_CAT,Sensation - G. Toe,,,5,,,"Sensation - G. Toe subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,SENSATION - I. FINGER FIND_SUB_CAT,Sensation - I. Finger,,,4,,,"Sensation - I. Finger subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,SF-36 FIND_SUB_CAT,SF-36 Health Survey,,,119,,,SF-36 Health Survey
FINDSCAT,SIGNS LED TO DIAGNOSIS FIND_SUB_CAT,Signs Led to Diagnosis,,,1,,,"Signs Led to Diagnosis"
FINDSCAT,SITTING/KNEELING/STANDING FIND_SUB_CAT,Sitting/Kneeling/Standing,,,1,,,Sitting/kneeling/standing subcategory for Pediatric Hemophilia Activities List
FINDSCAT,SLEEP AND NIGHTTIME BEHAVIOR DISORDERS FIND_SUB_CAT,Sleep and Nighttime Behavior Disorders,,,1,,,"SLEEP AND NIGHTTIME BEHAVIOR DISORDERS subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,SOCIAL FUNCTIONING FIND_SUB_CAT,Social Functioning,,,1,,,Social Functioning subcategory for PedsQL Quality of Life Inventory Acute V4
FINDSCAT,SOCIAL LIFE FIND_SUB_CAT,Social Life,,,1,,,SOCIAL LIFE subcategory for Impact of Weight on Quality of Life Kids Questionnaire
FINDSCAT,SOP FIND_SUB_CAT,SOP,,,119,,,"SOP subcategory for e.g. inclusion or exclusion criteria that are mandated by SOP"
FINDSCAT,SPECIALIST/NURSES FIND_SUB_CAT,Specialist/Nurses,,,104,,,Specialist/Nurses
FINDSCAT,SPOKEN LANGUAGE ABILITY FIND_SUB_CAT,Spoken Language Ability,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Spoken Language Ability
FINDSCAT,SPORTS AND LEISURE FIND_SUB_CAT,Sports and Leisure,,,1,,,"Hemophilia Quality of Life Questionnaire Adult Version (Haem-A-QoL)

Sports and Leisure"
FINDSCAT,SPORTS AND SCHOOL FIND_SUB_CAT,Sports and School,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Sports and School"
FINDSCAT,SPS-6 FIND_SUB_CAT,Stanford presenteeism scale-6,,,1,,,Sponsor defined: Stanford presenteeism scale-6
FINDSCAT,STAIR CLIMBING FIND_SUB_CAT,WIQ Stair Climbing,,,1,,,Stair Climbing subcategory for Walking Impairment Questionnaire
FINDSCAT,STAUDENMAYER 2015 ACTIVITY INTENSITY FIND_SUB_CAT,Staudenmayer 2015 Activity Intensity,,,1,,,Actigraph - Staudenmayer 2015 Activity Intensity
FINDSCAT,STAUDENMAYER 2015 SEDENTARY FIND_SUB_CAT,Staudenmayer 2015 Sedentary,,,1,,,Actigraph - Staudenmayer 2015 Sedentary
FINDSCAT,STIFFNESS FIND_SUB_CAT,Stiffness,,,1,,,STIFFNESS subcategory for WOMAC Osteoarthritis Index NRS V3.1
FINDSCAT,SUICIDAL BEHAVIOUR FIND_SUB_CAT,Suicidal Behaviour,,,1,,,"Suicidal behaviour, Columbia-Suicide Severity Rating Scale "
FINDSCAT,SUICIDAL IDEATION FIND_SUB_CAT,Suicidal Ideation,,,1,,,"Suicidal ideation, Columbia-Suicide Severity Rating Scale "
FINDSCAT,SYMPTOMS FIND_SUB_CAT,Symptoms,,,119,,,"Symptoms subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,THYROID DISEASE FIND_SUB_CAT,Thyroid disease,,,1,,,"Sponsor-defined: Thyroid disease 
Adverse Event Reporting
The term is taken part of several different CDISC terms, but it does not exist as an independent term."
FINDSCAT,THYROID FAMILY HISTORY FIND_SUB_CAT,Thyroid family history,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid family history
Question: Is there any relevant family history?
"
FINDSCAT,THYROID IMAGING FIND_SUB_CAT,Thyroid imaging,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid imaging
Question: Was diagnostic imaging performed during the course of this event?
"
FINDSCAT,THYROID IMAGING PRIOR FIND_SUB_CAT,Thyroid imaging prior,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid imaging prior
Question: Was thyroid imaging performed at any time prior to this event?
"
FINDSCAT,THYROID MALIGNANT FIND_SUB_CAT,Thyroid malignant,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid malignant
Question: Has a thyroidectomy been performed?
"
FINDSCAT,THYROID RISK FACTORS FIND_SUB_CAT,Thyroid risk factors,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid risk factors
Question: Were there any relevant risk/confounding factors identified?
"
FINDSCAT,THYROID SIGNS AND SYMPTOMS FIND_SUB_CAT,Thyroid signs and symptoms,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid signs and symptoms
Question: Were symptoms/signs suggestive of this condition present at trial start?
"
FINDSCAT,THYROID SYMPTOMS LEAD TO INVESTIGATION FIND_SUB_CAT,Thyroid symptoms lead to investigation,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid symptoms lead to investigation
Question: Did any of the following signs/symptoms lead to further investigation(s) of this event?
"
FINDSCAT,THYROID TREATMENT FIND_SUB_CAT,Thyroid treatment,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid treatment
Question: Was any treatment(s) given for this condition?"
FINDSCAT,THYROID UNSPECIFIED TEST FIND_SUB_CAT,Thyroid unspecified test,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid unspecified test
Question: Other Relevant Laboratory Data (performed to confirm the event and/or its outcome)
"
FINDSCAT,TIME SPENT SITTING FIND_SUB_CAT,Time Spent Sitting,,,5,,,TIME SPENT SITTING subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version
FINDSCAT,TIMING FIND_SUB_CAT,Timing,,,2,,,Timing
FINDSCAT,TRACY 2018 FIND_SUB_CAT,Tracy 2018,,,1,,,Actigraph - TRACY 2018
FINDSCAT,TRANSPORT & PHYSICAL ACTIVITY FIND_SUB_CAT,Transport & Physical Activity,,,2,,,TRANSPORT subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version
FINDSCAT,TREATING FIND_SUB_CAT,Treating,,,1,,,Treating
FINDSCAT,TREATMENT FIND_SUB_CAT,Treatment,,,120,,,"Treatment subcategory for e.g. inclusion or exclusion criteria

In addition will also be used as QSSCAT for the following questionnaires:
-Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).
-Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).
-Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years)."
FINDSCAT,TRIAL PRODUCT FIND_SUB_CAT,Trial Product,,,260,,,"Trial product(s) involved in medication error
Trial product(s)"
FINDSCAT,TRIM-AGHD FIND_SUB_CAT,TRIM Growth hormone defiency in adults,,,1,,,"Sponsor-defined
TRIM-AGHD: Assessing the impact of growth hormone defiency in adults"
FINDSCAT,TRIM-Diabetes FIND_SUB_CAT,TRIM-D,,,120,,,Treatment Related Impact Measure - Diabetes
FINDSCAT,TRIM-Hypo FIND_SUB_CAT,TRIM-HYPO,,,260,,,Treatment Related Impact Measure ? Hypoglyceamic Events
FINDSCAT,TRIM-Weight FIND_SUB_CAT,TRIM-W,,,120,,,Treatment Related Impact Measure ? Weight
FINDSCAT,TRUNK MOVEMENTS FIND_SUB_CAT,Trunk Movements,,,1,,,"Trunk Movements subcategory for Abnormal Involuntary Movement Scale. 
(Guy W. Ed. ECDEU Assessment Manual for Psychopharmacology. Rockville MD: US Dept of Health, Education and Welfare. 1976, Publication No. (ADM) 76-338)"
FINDSCAT,TSQM-9 FIND_SUB_CAT,Treatment Satisfaction Quest. Med.,,,324,,,"Treatment Satisfaction Questionnaire for Medication
TSQM-9"
FINDSCAT,Treatment Burden - CGHD-Observer FIND_SUB_CAT,Treatment Burden - CGHD-Observe,,,1,,,Treatment Burden - CGHD-Observe Question
FINDSCAT,Treatment Preference Questionnaire FIND_SUB_CAT,Treatment Preference Questionnaire,,,321,,,Treatment Preference Questionnaire
FINDSCAT,UNCONTROLLED EATING FIND_SUB_CAT,Uncontrolled Eating,,,1,,,Three Factor Eating Questionnaire (TFEQ)
FINDSCAT,UNIVERSITY OF WEST FLORIDA 2019 ADULT FIND_SUB_CAT,University of West Florida 2019 Adult,,,1,,,Actigraph - University of West Florida 2019 Adult
FINDSCAT,USE OF ITEM FIND_SUB_CAT,Use of Item,,,1,,,"Subject used item, subcategory for 6- Minute Walk Test"
FINDSCAT,USE OF TRANSPORT FIND_SUB_CAT,Use of Transport,,,1,,,Use of transport subcategory for Pediatric Hemophilia Activities List
FINDSCAT,USE OF TRANSPORTATION FIND_SUB_CAT,Use of Transportation,,,1,,,Use of transportation subcategory for Hemophilia Activities List. V2.0
FINDSCAT,VECTOR MAGNITUDE FIND_SUB_CAT,Vector Magnitude,,,1,,,Actigraph - Vector Magnitude
FINDSCAT,VIEW OF HIMSELF FIND_SUB_CAT,View of Himself,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

View of Himself"
FINDSCAT,VIEW OF YOURSELF FIND_SUB_CAT,View of Yourself,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group II

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group III

View of Yourself"
FINDSCAT,VISUOSPATIAL/EXECUTIVE FIND_SUB_CAT,Visuospatial/executive,,,1,,,Subcategories for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,WALK QUICKLY FIND_SUB_CAT,Walk Quickly,,,1,,,Walk Quickly subcategory for Patient Global Impression
FINDSCAT,WALKING DISTANCE FIND_SUB_CAT,WIQ Walking Distance,,,1,,,Walking Distance subcategory for Walking Impairment Questionnaire
FINDSCAT,WALKING IMPAIRMENT - DIFFERENTIAL DIAGNOSIS FIND_SUB_CAT,WIQ Diagnosis,,,1,,,Walking Impairment - Differential Diagnosis subcategory for Walking Impairment Questionnaire
FINDSCAT,WALKING IMPAIRMENT - PAD SPECIFIC QUESTIONS FIND_SUB_CAT,WIQ PAD Specific,,,1,,,Walking Impairment - PAD Specific Questions subcategory for Walking Impairment Questionnaire
FINDSCAT,WALKING SPEED FIND_SUB_CAT,WIQ Walking Speed,,,1,,,Walking Speed subcategory for Walking Impairment Questionnaire
FINDSCAT,WORD FINDING DIFFICULTY FIND_SUB_CAT,Word Finding Difficulty,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Word Finding Difficulty
FINDSCAT,WORD RECALL FIND_SUB_CAT,Word Recall,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Word Recall
FINDSCAT,WORD RECOGNITION FIND_SUB_CAT,Word Recognition,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Word Recognition
FINDSCAT,WORK AND SCHOOL FIND_SUB_CAT,Work and School,,,1,,,"Hemophilia Quality of Life Questionnaire Adult Version (Haem-A-QoL)

Work and School"
FINDSCAT,WPAI-SHP FIND_SUB_CAT,Work Productivity and Activity Impairmen,,,1,,,"Work Productivity and Activity Impairment Questionnaire: Specific Health Problem
CDISC Code: C100779 (2016-06-24 package)
CDISC Submission Value: WPAI-SHP
CDISC synonyms: Work Productivity and Activity Impairment Questionnaire - Specific Health Problem V2.0 Questionnaire Test Name
CDISC Definition: The Work Productivity and Activity Impairment - Specific Health Problems Questionnaire Version 2.0 (WPAI01) (http://www.reillyassociates.net/WPAI_SHP.html).
NCI Preferred Term: Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire"
FINDSCAT,WRSS_V2.0 FIND_SUB_CAT,Weight Related Sign and Symptom v2.0,,,1,,,Sponsor Defined: Weight Related Sign and Symptom measure version 2.0
