TOPIC_CD,adam_param_code,SDTM_DOMAIN,activity,activity_instance,specimen,laterality,location,legacy_description,sub_domain_class,GENERAL_DOMAIN_CLASS,stdm_codelist,sdtm_variable,sdtm_cat,sdtm_sub_cat,std_unit,unit_dimension,molecular_weight,si_unit,us_conv_unit
ESTIMATED_GFR_EGFR,GFRE2,LB,"Glomerular Filtration Rate, Estimated","Glomerular Filtration Rate, Estimated",,,,"CDISC: C110935
A kidney function test that estimates the fluid volume that is filtered from the kidney glomeruli to the Bowman's capsule per unit of time.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",NUMERIC FINDING,FINDINGS,LBTEST,"Glomerular Filtration Rate, Estimated",AE REQUIRING ADDITIONAL DATA,,mL/min,FLOW,,,
ETHNIC,ETHNIC,,Ethnicity,Ethnicity,,,,CDISC: Ethnicity of subject.,CATEGORIC FINDING,FINDINGS,NO_LINKAGE_NEEDED,No Linkage Needed,DEMOGRAPHY,,,,,,
EVALUATED EVENT ONSET DATE,EVALDATE,ZA,Evaluated Event Onset Date,Evaluated Event Onset Date,,,,Sponsor defined: Used for Event Adjudication,TEXTUAL FINDING,FINDINGS,ZATEST,Evaluated Event Onset Date,EVENT ADJUDICATION,,,,,,
EVALUATED EVENT ONSET DATE,EVALDATE,ZA,Evaluated Event Onset Date,Evaluated Event Onset Date,,,,Sponsor defined: Used for Event Adjudication,TEXTUAL FINDING,FINDINGS,ZATESTCD,EVALDATE,EVENT ADJUDICATION,,,,,,
EVENT_CONFIRMATION,EVENCONF,ZA,Event Confirmation,Event Confirmation,,,,"Confirmation of event: 
Full documentation for meeting criteria available in source documents
or
Full documentation for meeting criteria NOT available in source documents, medical judgment applied",CATEGORIC FINDING,FINDINGS,ZATEST,Event Confirmation,EVENT ADJUDICATION,,,,,,
EVENT_CONFIRMATION,EVENCONF,ZA,Event Confirmation,Event Confirmation,,,,"Confirmation of event: 
Full documentation for meeting criteria available in source documents
or
Full documentation for meeting criteria NOT available in source documents, medical judgment applied",CATEGORIC FINDING,FINDINGS,ZATESTCD,EVENCONF,EVENT ADJUDICATION,,,,,,
FIRST_TRIAL_PROD_DATE,FSTTRPDT,DS,First Date on Trial Product,First Date on Trial Product,,,,First date on trial product,DISPOSITION,EVENTS,PROTMLST,FIRST DATE ON TRIAL PRODUCT,PROTOCOL MILESTONE,,,,,,
FPG_PLASMA,FPG,LB,Glucose,Fasting Plasma Glucose,PLASMA,,,"CDISC code: C105585
CDISC submission value: GLUC
CDISC synonym(s): Glucose
CDISC Description: A measurement of the glucose in a biological specimen.
NCI preferred term: Glucose Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Glucose,GLUCOSE METABOLISM,,mmol/L,CONCENTRATION,180.2,mmol/L,mg/dL
FSG_SERUM,FSG,LB,Glucose,Fasting Serum Glucose,SERUM,,,"Molecular Weight (MW): Copied from GLUCOSE_SERUM
Fasting Serum Glucose.
CDISC code: GLUC (for generic code glucose).",NUMERIC FINDING,FINDINGS,LBTEST,Glucose,GLUCOSE METABOLISM,,mmol/L,CONCENTRATION,180.2,,mg/dL
FSI_SERUM,FSI,LB,Insulin,Insulin Serum-Fasting,SERUM,,,Fasting insulin in serum.,NUMERIC FINDING,FINDINGS,LBTEST,Insulin,GLUCOSE METABOLISM,,pmol/L,CONCENTRATION,5808.0,pmol/L,uIU/mL
GFRCKDEPI_SERUM,GFRES,LB,"Glomerular Filtration Rate, Estimated",Est. GFR Using CKD-EPI Formula in Serum,SERUM,,,"DO NOT USE

Estimated GFR using CKD-EPI formula based on serum creatinine.
The CKD-EPI (Chronic Kidney Disease Epidemiology Collaboration) formula was published in May 2009. 
The CKD-EPI equation, expressed as a single equation, is:
\mbox{eGFR} = \mbox{141}\ \times \ \mbox{min(SCr/k,1)}^{a} \ \times \ \mbox{max(SCr/k,1)}^{-1.209} \ \times \ \mbox{0.993}^{Age} \ \times \ {[1.018\ if\ Female]} \ \times \ {[1.159\ if\ Black]} \",NUMERIC FINDING,FINDINGS,LBTEST,"Glomerular Filtration Rate, Estimated",BIOCHEMISTRY,,mL/min/1.73m2,VOLUMETRIC FLOW RATE,,mL/s/m2,
GGT,GGT,LB,Gamma Glutamyl Transferase,Gamma Glutamyl Transferase,,,,"CDISC code:C64847
CDISC submission value: GGT
CDISC synonym(s): Gamma Glutamyl Transferase
CDISC definition: A measurement of the gamma glutamyl transferase in a biological specimen.
NCI preferred term: Gamma Glutamyl Transpeptidase Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Gamma Glutamyl Transferase,AE REQUIRING ADDITIONAL DATA,,mg/L,CONCENTRATION,,,
GGT_SERUM,GGTS,LB,Gamma Glutamyl Transferase,GGT,SERUM,,,"CDISC code:C64847
CDISC submission value: GGT
CDISC synonym(s): Gamma Glutamyl Transferase
CDISC definition: A measurement of the gamma glutamyl transferase in a biological specimen.
NCI preferred term: Gamma Glutamyl Transpeptidase Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Gamma Glutamyl Transferase,BIOCHEMISTRY,,U/L,U_IU Concentration,,ukat/L,
GLUCAGON_PLASMA,GLUCANP,LB,Glucagon,Glucagon,PLASMA,,,"CDISC code: C74859
CDISC submission value: GLUCAGON
CDISC synonym(s): Glucagon
CDISC Description: A measurement of the glucagon hormone in a biological specimen.
NCI preferred term: Glucagon Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Glucagon,GLUCOSE METABOLISM,,pg/mL,CONCENTRATION,3483.0,,pmol/L
GLUCAGON_SERUM,GLUCAGNS,LB,Glucagon,Serum Glucagon,SERUM,,,"CDISC code: C74859
CDISC submission value: GLUCAGON
CDISC synonym(s): Glucagon
CDISC Description: A measurement of the glucagon hormone in a biological specimen.
NCI preferred term: Glucagon Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Glucagon,GLUCOSE METABOLISM,,pg/mL,CONCENTRATION,3483.0,,
GLUCOSE,GLUC05,LB,Glucose,Glucose,,,,A measurement of the glucose in a biological specimen.,NUMERIC FINDING,FINDINGS,LBTEST,Glucose,AE REQUIRING ADDITIONAL DATA,,mmol/L,CONCENTRATION,180.2,mmol/L,mg/dL
GLUCOSE_BLOOD,GLUCB,LB,Glucose,Blood Glucose,BLOOD,,,"CDISC Submission value: GLUC
CDISC synonym: Glucose
CDISC code: C41376
CDISC definition: A measurement of the glucose in a biological specimen.",NUMERIC FINDING,FINDINGS,LBTEST,Glucose,GLUCOSE METABOLISM,,mmol/L,CONCENTRATION,180.2,,mg/dL
GLUCOSE_C_URINE,GLUCU,LB,Glucose,Glucose Urine,URINE,,,"CDISC code: C105585
CDISC submission value: GLUC
CDISC synonym(s): Glucose
CDISC Description: A measurement of the glucose in a biological specimen.
NCI preferred term: Glucose Measurement",CATEGORIC FINDING,FINDINGS,LBTEST,Glucose,URINALYSIS,,,,,,
GLUCOSE_PLASMA,GLUCP,LB,Glucose,"Glucose, Plasma",PLASMA,,,"CDISC code: C105585
CDISC submission value: GLUC
CDISC synonym(s): Glucose
CDISC Description: A measurement of the glucose in a biological specimen.
NCI preferred term: Glucose Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Glucose,GLUCOSE METABOLISM,,mmol/L,CONCENTRATION,180.2,mmol/L,mg/dL
GLUCOSE_SERUM,GLUCS,LB,Glucose,"Glucose, Serum",SERUM,,,"CDISC submission value: GLUC
CDISC synonym: Glucose
CDISC Code: C65047
CDISC: A measurement of the glucose in a biological specimen.",NUMERIC FINDING,FINDINGS,LBTEST,Glucose,GLUCOSE METABOLISM,,mmol/L,CONCENTRATION,180.2,,mg/dL
GLUC_UR,GLUCU2,LB,Glucose,Glucose dipstick,URINE,,,Sponsordefined: The investigators evaluation of a measurement of the glucose in urine,CATEGORIC FINDING,FINDINGS,LBTEST,Glucose,URINALYSIS,,,,,,
HBA1C_BLOOD,HBA1CB,LB,HbA1c,HbA1c,BLOOD,,,"HbA1c in blood
CDISC code: C64849
CDISC submission value: HBA1C
CDISC synonym(s): Hemoglobin A1C
CDISC Description: A measurement of the glycosylated hemoglobin in a biological specimen.
NCI preferred term: Glycosylated Hemoglobin Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Hemoglobin A1C,GLUCOSE METABOLISM,,%,PERCENTAGE,,,mmol/mol
HEART_FAILURE_CLASSIFICATION,HTFAILCL,ZA,Heart Failure Classification,Heart Failure Classification,,,,"Heart failure (HF) is routinely classified according to left ventricular ejection fraction (LVEF) as HF with reduced LVEF (HFrEF) or HF with preserved LVEF (HFpEF).
Ponikowski P et al. Eur Heart J 2016; 37:2129-2200 is the one which defines HFrEF, HFmrEF and HFpEF. https://onlinelibrary.wiley.com/doi/full/10.1002/ejhf.592
CDISC Definition: The percent or fraction of the left ventricular end diastolic volume ejected during systole that can be measured by visual estimation or calculation.",CATEGORIC FINDING,FINDINGS,ZATEST,Heart Failure Classification,EVENT ADJUDICATION,,,,,,
HEART_FAILURE_CLASSIFICATION,HTFAILCL,ZA,Heart Failure Classification,Heart Failure Classification,,,,"Heart failure (HF) is routinely classified according to left ventricular ejection fraction (LVEF) as HF with reduced LVEF (HFrEF) or HF with preserved LVEF (HFpEF).
Ponikowski P et al. Eur Heart J 2016; 37:2129-2200 is the one which defines HFrEF, HFmrEF and HFpEF. https://onlinelibrary.wiley.com/doi/full/10.1002/ejhf.592
CDISC Definition: The percent or fraction of the left ventricular end diastolic volume ejected during systole that can be measured by visual estimation or calculation.",CATEGORIC FINDING,FINDINGS,ZATESTCD,HTFAILCL,EVENT ADJUDICATION,,,,,,
HEIGHT,HEIGHT,VS,Height,Height,,,,"CDISC code: C25347
CDISC submission value: HEIGHT
CDISC synonym(s): Height
CDISC Description: The vertical measurement or distance from the base to the top of an object; the vertical dimension of extension. (NCI)
NCI preferred term: Height",NUMERIC FINDING,FINDINGS,VSTEST,Height,BODY MEASUREMENT,,m,LENGTH,,m,in
HIP_CIRCUMFERENCE,HIPCIR,VS,Hip Circumference,Hip Circumference,,,HIP,"CDISC code: C100947
CDISC submission value: HIPCIR
CDISC synonym(s): Hip Circumference
CDISC definition:The distance around an individual's pelvic area or hips.
NCI preferred term: Hip Circumference",NUMERIC FINDING,FINDINGS,VSTEST,Hip Circumference,BODY MEASUREMENT,,cm,LENGTH,,,
HOSPITALIZATION DATE,HOSPDT,HO,Hospitalisation,Hospitalisation,,,,Date of admission to hospital.,PERIODIC,EVENTS,NO_LINKAGE_NEEDED,No Linkage Needed,IN-PATIENT/PROLONGED HOSPITALISATION,,,,,,
HYPO_FEEL_BETTER,FEELBETT,ZA,Did the Subject Feel Better After the Treatment,Did the Subject Feel Better After the Treatment,,,,Event adjudication: Subject feel better after treatment,CATEGORIC FINDING,FINDINGS,ZATEST,Subject Feel Better After the Treatment,EVENT ADJUDICATION,,,,,,
HYPO_FEEL_BETTER,FEELBETT,ZA,Did the Subject Feel Better After the Treatment,Did the Subject Feel Better After the Treatment,,,,Event adjudication: Subject feel better after treatment,CATEGORIC FINDING,FINDINGS,ZATESTCD,FEELBETT,EVENT ADJUDICATION,,,,,,
INFORMED_CONSENT_DATE,INFCONDT,DS,Informed Consent Obtained,Informed Consent Obtained Date,,,,Date of informed consent obtained,DISPOSITION,EVENTS,PROTMLST,INFORMED CONSENT OBTAINED,PROTOCOL MILESTONE,,,,,,
INR,INR,LB,Prothrombin Intl. Normalized Ratio,International Normalized Ratio,,,,"Sponsor defined:
International Normalized Ratio",NUMERIC FINDING,FINDINGS,LBTEST,Prothrombin Intl. Normalized Ratio,AE REQUIRING ADDITIONAL DATA,,ratio,PERCENTAGE,,%,
INR_PLASMA,INRP,LB,Prothrombin Intl. Normalized Ratio,INR,PLASMA,,,"CDISC code:C64805
CDISC Submission value: INR 
CDISC synonum(s): Prothrombin Intl. Normalized Ratio
CDISC Description: A ratio that represents the prothrombin time for a plasma specimen, divided by the result for a control plasma specimen, further standardized for the International Sensitivity Index of the tissue factor(thromboplastin) used in the test.
CDISC Synonym(s): Prothrombin Intl. Normalized Ratio
NCI preferred term: International Normalized Ratio of Prothrombin Time",NUMERIC FINDING,FINDINGS,LBTEST,Prothrombin Intl. Normalized Ratio,COAGULATION PARAMETER,,ratio,PERCENTAGE,,%,
INSULIN_H_SERUM,INSULNS,LB,Insulin,Human Insulin,SERUM,,,"CDISC code: C74788
CDISC submission value: INSULIN
CDISC synonym(s): Insulin
CDISC Description: A measurement of the insulin in a biological specimen.
NCI preferred term: Insulin Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Insulin,GLUCOSE METABOLISM,,pmol/L,CONCENTRATION,5808.0,,uIU/mL
INSULIN_SERUM,INSULNS2,LB,Insulin,Insulin Serum,SERUM,,,"Molecular Weight (MW): Confirmed by CHHE, Maaloev, 06-06-2013
CDISC code: C74788
CDISC submission value: INSULIN
CDISC synonym(s): Insulin
CDISC Description: A measurement of the insulin in a biological specimen.
NCI preferred term: Insulin Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Insulin,GLUCOSE METABOLISM,,pmol/L,CONCENTRATION,5808.0,,uIU/mL
LAST_TRIAL_PROD_DATE,LDRGDT,DS,Last Date on Trial Product,Last Date on Trial Product,,,,Last date on trial product,DISPOSITION,EVENTS,PROTMLST,LAST DATE ON TRIAL PRODUCT,PROTOCOL MILESTONE,,,,,,
LEGAL OR AUTHORISED REPRESENTATIVE,LEGALCON,DS,Informed Consent Obtained,Legal or Authorised Representative,,,,Informed Consent obtained by legal or authorised representative,DISPOSITION,EVENTS,PROTMLST,INFORMED CONSENT OBTAINED,PROTOCOL MILESTONE,,,,,,
LIPASET,LIPASET,LB,Lipase,Lipase,,,,A measurement of the total lipase in a biological specimen.,NUMERIC FINDING,FINDINGS,LBTEST,Lipase,AE REQUIRING ADDITIONAL DATA,,U/L,U_IU Concentration,,,
LIPASE_SERUM,LIPASETS,LB,Lipase,Lipase,SERUM,,,"New version:C117748
OLD version
CDISC code: C64807
CDISC submission value: LIPASE
CDISC synonym(s): Triacylglycerol Lipase
CDISC Description: A measurement of the pancreatic lipase in a biological specimen.
NCI preferred term: Triacylglycerol Lipase Measurement",NUMERIC FINDING,FINDINGS,LBTEST,Lipase,BIOCHEMISTRY,,U/L,U_IU Concentration,,ukat/L,
MEASURED_GFR_MGFR,GFR,LB,Glomerular Filtration Rate,Glomerular Filtration Rate,,,,"CDISC: C90505
A kidney function test that measures the fluid volume that is filtered from the kidney glomeruli to the Bowman's capsule per unit of time.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",NUMERIC FINDING,FINDINGS,LBTEST,Glomerular Filtration Rate,AE REQUIRING ADDITIONAL DATA,,mL/min,FLOW,,,
MEDICAL_HISTORY,MEDHIST,MH,Medical History/Concomitant Illness,Medical History/Concomitant Illness,,,,Medical history/Concomitant illness,MEDICAL HISTORY,EVENTS,NO_LINKAGE_NEEDED,No Linkage Needed,MEDICAL HISTORY,,,,,,
METHOD OF CORONARY REVASCULARISATION,METHOCRV,ZA,Method of Coronary Revascularisation,Method of Coronary Revascularisation,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Method of Coronary Revascularisation,EVENT ADJUDICATION,,,,,,
METHOD OF CORONARY REVASCULARISATION,METHOCRV,ZA,Method of Coronary Revascularisation,Method of Coronary Revascularisation,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,METHOCRV,EVENT ADJUDICATION,,,,,,
NITRITE,NITRITE,LB,Nitrite,Nitrite,,,,"CDISC: C64810
A measurement of the nitrite in a urine specimen.

For Lab codes in AE Requiring Additional Data, there should be no SCATS",TEXTUAL FINDING,FINDINGS,LBTEST,Nitrite,AE REQUIRING ADDITIONAL DATA,,,,,,
NITRITE_C_URINE,NITRIEU,LB,Nitrite,Urine Nitrite,URINE,,,"NITRITE/ Urinalysis C
CDISC Not Exact Match
CDISC Submission Value: NITRITE
CDISC Code: C65047 
CDISC Synonyms: Nitrite
CDISC - A measurement of the nitrite in a urine specimen.",CATEGORIC FINDING,FINDINGS,LBTEST,Nitrite,URINALYSIS,,,,,,
NITRITE_UR,NITRIEU2,LB,Nitrite,Nitrite,URINE,,,"Sponsordefined: The investigators evaluation of a measurement of the nitrite in a urine specimen.

CDISC Code: C64810
CDISC Submission Value: NITRITE
CDISC Synonym(s): Nitrite
CDISC Definition: A measurement of the nitrite in a urine specimen.
NCI Preferred Term: Nitrite Measurement",CATEGORIC FINDING,FINDINGS,LBTEST,Nitrite,URINALYSIS,,,,,,
OTHER ADJUDICATED EVENT TYPE,OTADEVTY,ZA,Other Adjudicated Event Type,Other Adjudicated Event Type,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATEST,Other Adjudicated Event Type,EVENT ADJUDICATION,,,,,,
OTHER ADJUDICATED EVENT TYPE,OTADEVTY,ZA,Other Adjudicated Event Type,Other Adjudicated Event Type,,,,Sponsor defined: Used for Event Adjudication,CATEGORIC FINDING,FINDINGS,ZATESTCD,OTADEVTY,EVENT ADJUDICATION,,,,,,
OXYGEN_SATURATION,OXYSAT,VS,Oxygen Saturation,Oxygen Saturation,,,,"Oxygen saturation

To be used for assessments by pulse oximetry (small clip on e.g. finger), not assessment based on blood sample.",NUMERIC FINDING,FINDINGS,VSTEST,Oxygen Saturation,VITAL SIGNS,,%,PERCENTAGE,,,
PAIN01_02_HOW_WOULD_YOU_RATE_THE_PAIN_AT_ITS_WORST_IN_YOUR_TARGET_KNEE,PAIN0102,QS,Pain Rating - How Would You Rate the Pain at Its Worst in Your Target Knee,Pain Rating - How Would You Rate the Pain at Its Worst in Your Target Knee,,,KNEE,Pain Rating - How would you rate the pain at its worst in your target knee in the past 24 hours,CATEGORIC FINDING,FINDINGS,QSTC_PAIN01,PAIN0102,PAIN RATING,,,,,,
PAIN01_02_HOW_WOULD_YOU_RATE_THE_PAIN_AT_ITS_WORST_IN_YOUR_TARGET_KNEE,PAIN0102,QS,Pain Rating - How Would You Rate the Pain at Its Worst in Your Target Knee,Pain Rating - How Would You Rate the Pain at Its Worst in Your Target Knee,,,KNEE,Pain Rating - How would you rate the pain at its worst in your target knee in the past 24 hours,CATEGORIC FINDING,FINDINGS,QSTN_PAIN01,PAIN01-Rate the Pain at Its Worst,PAIN RATING,,,,,,
PANCREATITIS,PAN,CE,Pancreatitis,Pancreatitis,,,,AE Requiring Additional Data for Pancreatitis,PERIODIC,EVENTS,NO_LINKAGE_NEEDED,No Linkage Needed,AE REQUIRING ADDITIONAL DATA,,,,,,
PANCREATITIS ABDOMINAL PAIN,PANABPN,FA,Significant Upper Abdominal Pain,Significant Upper Abdominal Pain,,,,Did the subject have significant upper abdominal pain ?,CATEGORIC FINDING,FINDINGS,FATEST,Significant upper abdominal pain,AE REQUIRING ADDITIONAL DATA,,,,,,
PANCREATITIS ABDOMINAL PAIN,PANABPN,FA,Significant Upper Abdominal Pain,Significant Upper Abdominal Pain,,,,Did the subject have significant upper abdominal pain ?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANABPN,AE REQUIRING ADDITIONAL DATA,,,,,,
PANCREATITIS ACUTE COMPLICATION,PANACOMP,FA,Any Acute Complications,Any Acute Complications,,,,Were any acute complications present during the course of the event?,CATEGORIC FINDING,FINDINGS,FATEST,Any acute complications,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS ACUTE COMPLICATION,PANACOMP,FA,Any Acute Complications,Any Acute Complications,,,,Were any acute complications present during the course of the event?,CATEGORIC FINDING,FINDINGS,FATESTCD,PANACOMP,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS ACUTE OTHER IMAGING FINDING,PANCONOT,FA,Other Acute Pancreatitis Symptom,Other Acute Pancreatitis Symptom,,,,Other acute pancreatitis symptom,CATEGORIC FINDING,FINDINGS,FATEST,Other acute pancreatitis symptom,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS ACUTE OTHER IMAGING FINDING,PANCONOT,FA,Other Acute Pancreatitis Symptom,Other Acute Pancreatitis Symptom,,,,Other acute pancreatitis symptom,CATEGORIC FINDING,FINDINGS,FATESTCD,PANCONOT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS ALCOHOL CONSUMPTION,PANALCON,FA,Risk Factor - Alcohol Consumption,Risk Factor - Alcohol Consumption,,,,Alcohol consumption,CATEGORIC FINDING,FINDINGS,FATEST,Risk factor - Alcohol consumption,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS ALCOHOL CONSUMPTION,PANALCON,FA,Risk Factor - Alcohol Consumption,Risk Factor - Alcohol Consumption,,,,Alcohol consumption,CATEGORIC FINDING,FINDINGS,FATESTCD,PANALCON,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS ATROPHY OF THE PANCREAS,PANATROP,FA,Atrophy of the Pancreas,Atrophy of the Pancreas,,,,"CDISC Not Found: 
Sponsor defined: Atrophy of the pancreas",CATEGORIC FINDING,FINDINGS,FATEST,Atrophy of the pancreas,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS ATROPHY OF THE PANCREAS,PANATROP,FA,Atrophy of the Pancreas,Atrophy of the Pancreas,,,,"CDISC Not Found: 
Sponsor defined: Atrophy of the pancreas",CATEGORIC FINDING,FINDINGS,FATESTCD,PANATROP,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS CALCIFICATION OF PANCREAS,PANCALCI,FA,Calcification of Pancreas,Calcification of Pancreas,,,,Calcification of pancreas,CATEGORIC FINDING,FINDINGS,FATEST,Calcification of pancreas,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS CALCIFICATION OF PANCREAS,PANCALCI,FA,Calcification of Pancreas,Calcification of Pancreas,,,,Calcification of pancreas,CATEGORIC FINDING,FINDINGS,FATESTCD,PANCALCI,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS CHRONIC OTHER IMAGING FINDING,PANCHROT,FA,Other Chronic Pancreatitis Symptom,Other Chronic Pancreatitis Symptom,,,,Other chronic pancreatitis symptom,CATEGORIC FINDING,FINDINGS,FATEST,Other chronic pancreatitis symptom,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS CHRONIC OTHER IMAGING FINDING,PANCHROT,FA,Other Chronic Pancreatitis Symptom,Other Chronic Pancreatitis Symptom,,,,Other chronic pancreatitis symptom,CATEGORIC FINDING,FINDINGS,FATESTCD,PANCHROT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS CT SCAN,PANCT,FA,Imaging Method - CT Scan,Imaging Method - CT Scan,,,,Imaging method -  CT scan,CATEGORIC FINDING,FINDINGS,FATEST,Imaging method - CT Scan,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS CT SCAN,PANCT,FA,Imaging Method - CT Scan,Imaging Method - CT Scan,,,,Imaging method -  CT scan,CATEGORIC FINDING,FINDINGS,FATESTCD,PANCT,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING,,,,,
PANCREATITIS DILATATION OF PANCREATIC DUCTS,PANDILPD,FA,Dilatation of Pancreatic Ducts,Dilatation of Pancreatic Ducts,,,,Dilatation of pancreatic ducts,CATEGORIC FINDING,FINDINGS,FATEST,Dilatation of pancreatic ducts,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS DILATATION OF PANCREATIC DUCTS,PANDILPD,FA,Dilatation of Pancreatic Ducts,Dilatation of Pancreatic Ducts,,,,Dilatation of pancreatic ducts,CATEGORIC FINDING,FINDINGS,FATESTCD,PANDILPD,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING CHRONIC,,,,,
PANCREATITIS DILATED COMMON BILE DUCT,PANDILDU,FA,Dilated Common Bile Duct,Dilated Common Bile Duct,,,,Dilated common bile duct,CATEGORIC FINDING,FINDINGS,FATEST,Dilated common bile duct pancretitis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS DILATED COMMON BILE DUCT,PANDILDU,FA,Dilated Common Bile Duct,Dilated Common Bile Duct,,,,Dilated common bile duct,CATEGORIC FINDING,FINDINGS,FATESTCD,PANDILDU,AE REQUIRING ADDITIONAL DATA,PANCREATITIS IMAGING ACUTE,,,,,
PANCREATITIS FAMILY HISTORY OF PANCREATITIS,PANFHISP,FA,Risk Factor -Family Hist of Pancreatitis,Risk Factor -Family Hist of Pancreatitis,,,,Family history of pancreatitis,CATEGORIC FINDING,FINDINGS,FATEST,Risk factor -Family hist of pancreatitis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS FAMILY HISTORY OF PANCREATITIS,PANFHISP,FA,Risk Factor -Family Hist of Pancreatitis,Risk Factor -Family Hist of Pancreatitis,,,,Family history of pancreatitis,CATEGORIC FINDING,FINDINGS,FATESTCD,PANFHISP,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS FEVER,PANFEVER,FA,Fever as Symptom,Fever as Symptom,,,,Pancreatitis Signs/symptoms  - Fever,CATEGORIC FINDING,FINDINGS,FATEST,Fever during Course of Pancreatitis,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS FEVER,PANFEVER,FA,Fever as Symptom,Fever as Symptom,,,,Pancreatitis Signs/symptoms  - Fever,CATEGORIC FINDING,FINDINGS,FATESTCD,PANFEVER,AE REQUIRING ADDITIONAL DATA,PANCREATITIS SIGNS AND SYMPTOMS,,,,,
PANCREATITIS GASTROINTESTINAL HAEMORRHAGE,PANGIHEM,FA,Acute Complications - GI Haemorrhage,Acute Complications - GI Haemorrhage,,,,"CDISC Not Found: 
Sponsor defined: Gastrointestinal haemorrhage",CATEGORIC FINDING,FINDINGS,FATEST,Acute complications - GI Haemorrhage,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS GASTROINTESTINAL HAEMORRHAGE,PANGIHEM,FA,Acute Complications - GI Haemorrhage,Acute Complications - GI Haemorrhage,,,,"CDISC Not Found: 
Sponsor defined: Gastrointestinal haemorrhage",CATEGORIC FINDING,FINDINGS,FATESTCD,PANGIHEM,AE REQUIRING ADDITIONAL DATA,PANCREATITIS COMPLICATIONS,,,,,
PANCREATITIS HISTORY OF GALLSTONES,PANHGALS,FA,Risk Factor - History of Gallstones,Risk Factor - History of Gallstones,,,,History of gallstones,CATEGORIC FINDING,FINDINGS,FATEST,Risk factor - History of gallstones,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS HISTORY OF GALLSTONES,PANHGALS,FA,Risk Factor - History of Gallstones,Risk Factor - History of Gallstones,,,,History of gallstones,CATEGORIC FINDING,FINDINGS,FATESTCD,PANHGALS,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
PANCREATITIS HYPER-CALCAEMIA,PANHYCAL,FA,Risk factor - Hyper-Calcaemia,Risk factor - Hyper-Calcaemia,,,,Hyper-calcaemia,CATEGORIC FINDING,FINDINGS,FATEST,Risk factor - Hyper-calcaemia,AE REQUIRING ADDITIONAL DATA,PANCREATITIS RISK FACTORS,,,,,
